SK_ID_CURR,AMT_INSTALMENT,AMT_PAYMENT,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT
101407,232,4151,-958,-1188
106769,670,52,-820,-1496
104580,3012,976,-1068,-814
104007,4550,4703,-11,-92
103899,2718,3270,-278,-302
103478,3652,1762,-740,-1105
105669,2879,1085,-1266,-542
104908,1313,1068,-1292,-523
100194,3916,114,-1348,-1313
106151,4599,1527,-323,-1346
101707,3459,1065,-1191,-22
100249,2429,2748,-627,-1186
101154,2998,4565,-467,-112
105993,733,4112,-664,-808
103201,3373,4363,-170,-1032
100732,1355,4205,-920,-563
106638,245,1138,-788,-411
107389,2286,2750,-1365,-1402
103072,2152,792,-1042,-1015
104072,2219,1865,-901,-1181
105226,1316,3682,-332,-862
104111,1016,506,-767,-1278
104746,1132,278,-1381,-1246
103563,1032,433,-1473,-1007
100020,3825,2821,-564,-315
102130,2660,3874,-422,-441
105479,4347,4834,-474,-1360
106188,3241,745,-970,-1244
107332,3500,1446,-446,-756
107876,2870,2614,-1464,-335
104725,428,2288,-397,-1040
106188,832,3796,-25,-1020
101489,1918,2853,-260,-929
104639,1206,3806,-37,-205
100105,917,2600,-1055,-508
103189,126,2988,-1436,-926
100673,3085,4187,-1411,-623
107409,2137,4694,-1054,-1091
103546,2792,1391,-98,-1493
100886,3806,1871,-268,-403
107760,1107,1466,-487,-266
106966,532,4705,-22,-916
105803,4910,4857,-996,-516
102950,707,4494,-1266,-547
107284,247,4148,-1410,-1422
105746,4389,1039,-745,-172
104376,1554,3795,-971,-46
105528,2663,3933,-917,-707
101579,3926,1975,-677,-515
106015,658,3928,-434,-1142
103099,791,2933,-941,-18
101377,1743,3870,-771,-1325
104183,2318,3008,-613,-314
100230,1032,3548,-1107,-892
101158,3596,209,-634,-746
102074,4674,1222,-896,-3
102276,1939,4367,-799,-1294
106353,2476,4332,-263,-727
102191,905,4627,-1294,-116
102188,2215,4646,-230,-289
104736,3938,1045,-828,-662
105444,4020,1970,-149,-80
102283,215,4816,-1210,-130
106300,3238,507,-567,-503
104190,3164,1215,-429,-138
106428,369,1280,-1245,-206
101676,2065,4251,-762,-184
100614,3811,148,-248,-1384
105233,1512,1541,-1350,-1230
101292,2639,3926,-405,-265
107327,1387,2384,-506,-928
102000,2677,2536,-1445,-434
101160,1052,1376,-184,-220
103559,1205,3972,-1256,-272
106311,3587,1510,-508,-180
100457,4687,4049,-420,-581
107627,696,1826,-489,-782
102414,3702,3511,-1132,-457
105010,4442,4679,-404,-22
107793,1303,82,-1096,-1375
102014,1127,354,-645,-1156
100462,3588,1267,-552,-1030
100242,4226,3617,-303,-883
106614,3868,486,-728,-308
106396,604,2676,-1439,-1476
104711,4593,2402,-1348,-905
103035,2957,4390,-1291,-100
104370,3959,3740,-774,-1030
102839,4216,627,-252,-415
101159,2061,3551,-615,-976
106244,2687,1663,-893,-490
102025,1009,315,-665,-895
103903,3058,3622,-323,-473
100750,215,264,-453,-792
105198,2753,4809,-447,-1492
100694,1236,1370,-1106,-920
102702,4047,2598,-1467,-56
100938,585,4963,-1482,-404
106540,3880,2718,-1058,-467
103209,962,2444,-522,-1090
100213,4312,3010,-941,-685
106010,2624,1924,-1462,-1036
102721,3634,1142,-1285,-866
101899,4655,258,-440,-1478
106193,1150,4198,-331,-125
106876,4415,3387,-1401,-1160
100295,2494,2639,-879,-980
103714,3598,4335,-1306,-1212
103070,130,1918,-11,-1260
104382,4261,961,-262,-961
103483,2652,606,-46,-254
103450,3348,3741,-476,-906
105648,2618,2342,-483,-739
105845,4258,1595,-887,-237
107160,2497,4822,-285,-669
100515,2580,790,-895,-1049
102935,2868,2663,-1345,-1045
100983,3124,4561,-272,-201
100761,4421,3078,-761,-1271
105930,2898,4416,-544,-1337
102422,4987,478,-1122,-1440
104087,183,4292,-69,-1129
106112,791,476,-786,-1349
104896,3237,294,-1124,-1470
107714,526,2725,-241,-443
106072,1018,3762,-490,-1196
107161,3783,2208,-961,-358
102776,4825,3050,-1025,-464
104435,4337,2463,-216,-20
104451,1203,1060,-392,-560
104067,1820,3655,-817,-71
102717,3908,3879,-17,-770
102377,4659,4549,-649,-1028
105423,473,567,-926,-823
100929,1320,4938,-997,-1098
105460,527,3794,-58,-910
105369,4532,3655,-10,-645
105309,2854,651,-767,-453
105989,171,3767,-779,-215
105184,2011,1994,-428,-1448
102614,1201,2530,-1182,-483
105710,4124,2650,-904,-3
106093,471,1076,-801,-1472
104130,2550,903,-349,-464
100903,3053,3483,-1408,-597
103761,2313,3066,-1152,-1402
103306,250,3485,-373,-613
105743,231,4568,-793,-259
102210,4642,3301,-1444,-71
105386,3300,2603,-883,-1173
105815,1285,1184,-1239,-26
107600,604,4944,-235,-522
105580,3589,82,-162,-369
101246,2229,482,-1241,-88
103903,309,4430,-1334,-592
107704,272,144,-867,-617
103383,4067,488,-860,-835
106459,444,780,-509,-1476
101254,2860,4289,-945,-1064
102187,2291,4112,-258,-336
106395,1537,367,-1314,-1067
100115,3603,1130,-258,-688
100360,1579,1698,-696,-463
104122,1646,1160,-1165,-139
106167,4856,2725,-383,-918
102038,2990,3805,-505,-282
104299,2044,2464,-6,-1450
106842,530,3484,-345,-496
100722,2496,1025,-882,-1146
106557,1085,1478,-953,-860
107327,2754,2961,-1122,-1234
107508,2855,337,-1343,-229
107031,4137,4398,-1298,-1105
100719,279,773,-1235,-791
102045,2809,373,-1016,-73
101984,1272,3729,-561,-1348
107566,3061,1911,-482,-1497
106829,3743,4922,-949,-115
105780,3082,3343,-1323,-585
102239,1859,802,-637,-179
106945,709,2167,-903,-580
104588,4275,341,-951,-1004
105886,4441,1589,-399,-293
101110,4084,3435,-600,-1337
103188,4610,1783,-1073,-198
107212,2304,3429,-172,-184
106677,4600,2315,-1058,-1106
106242,3420,915,-19,-1344
100268,4841,4903,-536,-924
102547,3889,3690,-1130,-1049
105755,4868,2249,-891,-319
100245,1508,767,-467,-39
102044,3580,4423,-1058,-664
107373,4505,3036,-1439,-562
104152,1834,3188,-1382,-295
102445,4717,1451,-1417,-208
100300,1721,3531,-1150,-627
105879,1329,548,-1218,-723
101271,2334,4471,-1412,-371
100702,3776,2986,-362,-1356
105885,2090,710,-338,-15
102747,307,4361,-1416,-890
102624,3349,463,-926,-1057
101891,4564,125,-512,-267
104869,3712,2302,-1051,-522
101654,309,1972,-324,-1162
104893,3216,996,-250,-762
107302,3399,1768,-963,-880
105039,3061,3639,-293,-741
103302,1797,2208,-42,-312
104316,258,3144,-64,-459
102613,2436,1375,-789,-687
102808,726,150,-1330,-1032
101701,2367,3960,-139,-481
106116,528,2135,-263,-1180
107567,3901,4614,-365,-155
104889,3977,4396,-1458,-282
104385,4491,2433,-104,-808
105761,3201,3285,-892,-440
101452,3297,3040,-622,-1045
104315,3310,2428,-1027,-29
101938,2686,229,-385,-1111
106126,2746,4647,-1274,-764
106532,939,3614,-425,-128
107666,1557,1628,-172,-1415
101429,108,4193,-187,-278
102828,2071,1183,-1474,-801
101293,3423,2079,-737,-762
105037,4784,3098,-118,-1036
102852,1788,3630,-1009,-1031
101249,3274,4623,-1344,-643
101034,142,2501,-1072,-1013
106894,401,4411,-1464,-712
100665,3704,4217,-1228,-76
102663,1386,4958,-292,-41
100385,4335,3548,-93,-707
105355,2048,1253,-1379,-310
105556,1175,343,-511,-554
106888,2267,2069,-994,-419
101944,2378,1201,-823,-916
103490,3608,1570,-1068,-74
104482,1806,3429,-1307,-317
105325,2544,1127,-1448,-950
100328,1194,707,-1457,-719
107793,2361,4775,-676,-218
100596,2633,4221,-294,-1293
105772,4708,946,-238,-517
101255,4968,149,-582,-1499
106310,4009,3964,-309,-1494
106539,412,3779,-356,-219
101992,2265,1110,-693,-1346
105144,3451,562,-1313,-664
105111,2377,2861,-703,-1463
105351,3546,988,-161,-1363
106977,3982,1383,-425,-769
104289,1757,3832,-201,-1241
101380,1160,1443,-31,-1263
102503,302,4695,-490,-215
100301,4154,331,-1163,-989
101050,801,4532,-854,-1104
103071,2206,3277,-638,-1205
101192,4684,54,-1279,-1262
106424,2075,193,-1103,-1284
101008,2050,325,-703,-182
103060,3819,558,-1352,-122
106170,4792,4385,-403,-1465
103709,849,4554,-1420,-769
107649,4864,3642,-440,-1258
100367,3894,802,-1459,-898
106627,1711,330,-1019,-902
107284,4138,411,-464,-1457
105066,3134,4589,-1031,-457
100135,2126,4566,-1230,-567
107878,1726,2357,-866,-537
103982,2665,2423,-1021,-916
100568,4045,3692,-871,-1296
102814,4582,4195,-361,-242
100254,2427,1710,-987,-440
104692,525,4772,-949,-1443
107048,2828,1104,-1067,-180
105957,4963,4542,-59,-148
101823,2377,3922,-453,-1382
103830,2551,3195,-1341,-479
104221,1291,812,-124,-946
105850,1504,2060,-574,-929
105417,1420,3759,-986,-744
105392,3930,3533,-112,-671
107158,4124,2661,-1412,-67
101962,742,4060,-1020,-1385
106168,4235,765,-879,-272
102920,3564,2526,-1027,-390
102703,681,2204,-775,-1419
107317,4281,1426,-358,-410
100921,1280,4635,-566,-72
105437,4148,3855,-1037,-260
100499,3030,2575,-698,-608
102005,3765,1288,-67,-1006
106048,1919,1426,-348,-492
107440,131,4537,-1122,-1100
107231,3724,973,-1191,-198
100714,2691,1571,-678,-995
103371,4787,2105,-1464,-707
102266,4773,1580,-351,-663
103842,2055,2593,-211,-1425
105757,2465,3831,-1495,-130
104261,3986,4122,-998,-563
103024,500,2688,-1400,-339
107290,4844,4034,-602,-276
100463,3104,691,-1494,-1019
101222,437,4818,-497,-1074
103100,1216,3350,-705,-845
102639,763,153,-534,-677
107147,2647,4389,-704,-438
103900,4242,1825,-523,-418
104085,2207,3214,-809,-150
103517,3948,1895,-680,-583
103641,4767,3788,-1450,-1233
105678,970,184,-283,-89
102084,4088,4795,-184,-1122
106254,547,3622,-890,-1326
107839,2269,4496,-1158,-1119
100306,2330,3863,-1096,-100
107417,1805,2258,-165,-350
105393,2242,4280,-1013,-111
100019,2550,2265,-972,-792
102443,2729,510,-402,-626
100482,2746,190,-1487,-170
107504,2138,3781,-763,-406
100524,3290,780,-1102,-1305
101425,3873,1530,-187,-993
103229,1587,2449,-66,-1183
104186,1517,1100,-496,-1038
102657,667,1591,-1430,-1181
104799,4102,4455,-544,-847
103272,198,2867,-220,-91
107583,1464,1314,-998,-516
102678,2512,1987,-783,-1301
104752,2381,1126,-1001,-918
100696,554,3198,-1420,-894
102865,2200,2236,-419,-1479
102959,2632,2382,-690,-1069
102143,2534,3643,-887,-135
107302,1126,1798,-222,-890
100582,3409,1172,-400,-250
101567,3580,2885,-528,-1367
105457,4974,837,-1495,-356
101816,1312,1487,-287,-241
104445,1537,3234,-1081,-668
104416,2833,2326,-988,-1006
101973,2228,3584,-329,-696
106129,3613,2498,-1302,-1156
101994,3888,4873,-1234,-991
103535,3088,3897,-705,-191
107823,604,2605,-1143,-936
102316,4235,338,-319,-1170
107691,1201,1799,-499,-761
103165,3015,315,-631,-1177
103871,4461,3332,-854,-1073
101922,4712,2118,-1139,-1320
103920,2660,4555,-110,-962
100391,2636,3293,-430,-1105
107755,4256,141,-1325,-395
107004,3484,3729,-105,-18
101825,2240,4916,-362,-310
101151,2421,4385,-1142,-1351
101370,3162,1862,-51,-703
102847,830,2155,-220,-445
101285,4642,469,-158,-674
104162,746,1788,-731,-1022
103764,4116,1076,-1317,-321
104451,3334,1088,-1010,-832
103346,1839,1963,-429,-886
100708,3181,1065,-893,-303
101601,4409,2083,-297,-232
101119,3908,4877,-374,-891
104387,1702,1073,-587,-282
105850,1372,631,-1335,-637
100413,4725,2046,-208,-858
100216,1701,4624,-551,-307
107622,2911,2582,-1449,-1463
106045,4901,1178,-513,-740
100054,4647,4300,-13,-685
100220,4818,1218,-1078,-888
105025,4244,4800,-1262,-610
107688,4101,4732,-139,-239
105299,186,1919,-253,-1086
102012,214,2950,-1306,-674
102512,4588,1680,-689,-374
105045,2507,3784,-508,-1214
100167,1308,1623,-781,-874
101032,760,531,-1034,-1343
102118,3489,496,-994,-429
104897,3456,295,-1342,-481
100215,1529,4902,-295,-396
104885,839,100,-343,-1418
104841,2211,3279,-93,-1353
101233,4200,1620,-1396,-758
106699,2445,4745,-89,-710
100734,4658,2383,-1259,-691
100201,2613,3744,-147,-34
100603,3740,4349,-697,-1395
102264,2129,83,-224,-950
104891,859,2787,-859,-290
106056,2845,2050,-391,-629
101800,952,1812,-792,-493
102475,1139,2035,-769,-270
107557,1149,1408,-656,-529
100442,1429,1093,-795,-1280
107203,3687,4171,-551,-1357
102217,3675,931,-475,-662
104775,548,3124,-59,-1407
103484,1785,1941,-1262,-389
101293,3965,1690,-126,-1326
104179,813,602,-837,-451
101594,2017,1900,-1134,-175
104992,3106,363,-1345,-217
106139,3252,3344,-49,-745
103988,1599,235,-495,-46
106725,1861,2928,-1219,-100
103699,4329,2881,-411,-574
101430,4836,2165,-295,-1194
103673,2370,497,-119,-886
100615,2046,1716,-527,-499
103325,3471,2459,-1083,-1456
105160,3512,73,-935,-1495
103776,1653,2725,-30,-669
102589,2092,2458,-266,-148
107465,3239,549,-1191,-93
107211,1133,87,-1462,-37
105937,3366,1887,-164,-535
101816,1350,4148,-961,-332
103816,3349,1653,-772,-1018
107153,231,1569,-213,-1199
102920,1322,3655,-1091,-55
105932,4559,3286,-1490,-314
101102,3785,4456,-1398,-130
100327,1303,3054,-645,-1115
105858,996,4814,-1183,-986
100871,932,2098,-1239,-121
107115,838,4294,-291,-10
102022,2168,4912,-872,-1052
100720,1143,1058,-99,-101
100517,1474,2625,-1275,-566
104870,1753,4742,-970,-1383
107414,3038,4125,-479,-1122
107368,4986,1470,-86,-1364
103151,4034,4920,-208,-198
102425,1823,775,-1123,-1089
105810,664,4597,-1032,-1219
107258,711,2377,-840,-896
104817,3392,4977,-341,-359
102372,3434,4363,-193,-985
102564,2236,2055,-988,-1185
103225,475,2563,-1242,-1334
103022,3037,90,-229,-243
106115,1066,2816,-788,-243
100231,3522,1221,-86,-1183
107795,4546,1199,-798,-813
104157,3709,2300,-363,-682
105133,337,3846,-14,-780
101719,3820,3013,-1441,-1347
101303,3821,1276,-140,-510
107769,443,1941,-1020,-1452
106305,4849,2989,-1265,-516
100542,571,4912,-925,-1340
101781,572,1988,-1008,-791
107192,2685,3861,-122,-963
104051,4700,3638,-135,-264
100351,1107,3411,-1488,-1231
102731,1876,4844,-1416,-451
107469,2722,2572,-640,-868
103301,3491,4541,-96,-1381
103312,3238,4058,-1379,-961
106030,3176,1182,-105,-128
107500,2638,4006,-929,-267
106647,1579,4485,-1457,-341
103568,977,1779,-452,-103
106402,655,2857,-308,-572
102230,2145,4399,-260,-955
105332,3563,994,-113,-648
106733,3844,734,-1271,-676
103478,943,663,-65,-741
103755,2252,3241,-914,-1440
101408,3943,2386,-182,-1314
107312,263,2187,-718,-1078
100680,3364,1671,-532,-693
100154,2293,4807,-1070,-1209
105791,3448,68,-333,-1062
107342,4015,1417,-444,-802
104408,1277,526,-152,-350
104944,2157,3354,-1436,-646
100671,4012,4316,-859,-834
100010,2769,1428,-1296,-978
104482,2962,3367,-1488,-479
104648,4667,3885,-614,-1186
106138,2671,2861,-1191,-947
104343,3377,1710,-1445,-500
104286,3737,3002,-886,-309
107144,391,1797,-599,-757
101610,540,2663,-472,-987
105713,4009,1592,-1152,-263
101630,1962,3463,-484,-547
105778,3854,1505,-1281,-273
100538,2740,2627,-725,-1392
107840,4966,4731,-293,-1382
107170,2329,2318,-368,-999
104345,2164,2235,-1395,-714
106242,698,3271,-1147,-63
103482,2824,2231,-117,-893
106575,1897,3853,-1045,-1282
105280,980,1476,-1103,-104
101915,3741,1327,-696,-52
105877,4681,854,-923,-695
106994,4294,63,-1246,-743
102867,2719,1580,-1112,-18
100032,2102,2050,-1192,-1270
101372,312,1599,-1447,-1026
103413,2990,3613,-370,-349
105179,2088,4966,-193,-1036
100815,1077,3470,-1129,-1461
105863,3768,714,-55,-1256
106953,471,4237,-925,-75
102999,842,3285,-1134,-428
100726,401,1591,-1347,-166
107737,4027,2740,-1056,-1095
105814,4899,4688,-1481,-656
107076,1541,2938,-341,-1404
102340,2871,2500,-11,-908
104220,4450,2458,-961,-1324
106908,4379,3852,-229,-1204
107578,2543,2405,-70,-937
107785,3077,1355,-357,-160
101528,3314,689,-303,-888
100051,2965,4930,-1354,-706
102468,3746,4596,-266,-278
103054,3438,1558,-255,-195
107220,835,787,-96,-107
104530,529,2126,-366,-925
103501,2567,4471,-1134,-16
105335,2137,3728,-750,-1013
103329,1599,3367,-548,-868
107641,1096,4930,-688,-138
105111,3314,1576,-572,-432
106387,2218,2404,-97,-147
100229,4048,1925,-465,-414
104846,383,3751,-713,-942
104525,3299,196,-1031,-48
100670,1765,3732,-1239,-1288
103017,2879,3232,-763,-748
104294,4231,1390,-1296,-724
106357,4765,3445,-1141,-1072
103362,2290,4494,-1113,-653
102576,4968,2992,-924,-1146
104629,4200,1800,-433,-881
101309,1822,399,-646,-1223
106671,188,3744,-742,-335
100699,2585,4129,-1285,-1441
102348,3033,2260,-1014,-201
101206,4162,1195,-407,-663
101910,1444,1825,-952,-1051
103801,1257,4538,-593,-519
104966,2904,1104,-618,-402
101890,3645,1818,-568,-872
102522,4098,1192,-543,-438
105323,2997,2870,-225,-834
105158,2398,4943,-1306,-1035
105552,3246,1079,-1112,-1077
104680,890,2777,-1217,-1474
103369,810,4515,-832,-2
103980,2854,2161,-1473,-1185
104984,1151,4881,-1047,-325
104566,3739,3511,-1404,-208
107870,3581,2033,-122,-679
104033,4264,4491,-365,-944
101082,2836,927,-654,-1340
106178,4397,2569,-825,-1097
101063,2841,3387,-905,-1215
100287,178,915,-244,-43
105328,203,192,-1111,-335
102290,4817,1483,-1110,-858
104905,3034,4001,-351,-1109
102804,1784,1335,-445,-1466
107268,1821,412,-420,-1496
104023,1262,3508,-1040,-214
102274,231,927,-586,-1108
101243,3702,4788,-1164,-922
107228,4198,4849,-1453,-1471
101698,1331,3178,-812,-589
103115,1829,940,-925,-1379
101630,4939,2826,-957,-1401
102179,1723,186,-191,-968
101105,1214,2694,-1177,-385
106589,484,2080,-197,-1236
100270,2621,3676,-26,-904
102425,2398,4193,-130,-549
107798,542,982,-857,-577
106970,1324,2917,-524,-478
102171,4884,965,-591,-291
105478,601,2614,-778,-408
107210,2924,2198,-340,-807
102498,1063,4069,-566,-359
104316,608,4614,-712,-1472
106644,2311,75,-13,-54
102451,4914,4261,-20,-277
104614,4241,2078,-120,-1027
106056,4147,293,-212,-517
102613,932,3470,-1453,-670
107354,3737,3809,-766,-441
106703,2989,842,-1255,-1472
103930,1542,4063,-1392,-1415
100267,2079,2193,-1466,-304
102053,1683,3140,-1395,-893
104755,342,4808,-1131,-197
101011,1879,1075,-170,-1373
106201,1255,4697,-1463,-951
105860,2034,1431,-1354,-1430
107256,1017,4302,-581,-1347
105491,1885,717,-1433,-1432
105422,3977,2324,-571,-757
106393,392,4934,-305,-421
100034,3915,4068,-608,-558
103385,4578,2110,-960,-501
103854,874,1506,-707,-586
107329,2618,697,-1305,-109
107015,1210,1025,-564,-1097
104272,1562,566,-946,-967
101988,2819,1016,-674,-1038
102515,774,1886,-794,-214
100824,3932,2201,-1395,-1315
100780,2583,1279,-763,-1413
104715,3738,2485,-1454,-1445
102756,4648,2318,-1263,-1176
107843,3557,196,-1336,-770
104690,3837,4686,-119,-495
106829,210,4255,-706,-272
100936,3459,3451,-223,-1342
102411,2239,1957,-1244,-614
100429,443,910,-1407,-650
106839,181,3154,-179,-485
105098,2603,2153,-1484,-690
100332,541,1292,-772,-72
103700,3550,2394,-1131,-410
102685,2262,904,-970,-88
102532,3099,1516,-1482,-1162
104880,2649,3741,-962,-975
102986,2175,1218,-908,-1284
103235,4950,585,-1081,-153
104543,516,3322,-269,-1284
104379,3234,879,-1418,-1063
103246,1667,2675,-415,-811
104528,4302,4315,-459,-686
103418,1559,4571,-206,-1047
104422,4836,265,-414,-1047
101974,2993,2350,-1096,-1480
105341,181,1248,-1452,-97
102210,3460,3434,-948,-1058
100312,1398,3226,-644,-432
101143,4740,3819,-1294,-283
105654,4614,950,-1384,-1352
100762,4890,2681,-215,-1070
101781,1681,3523,-1191,-220
104542,680,535,-976,-547
103329,1345,973,-195,-1475
102608,119,3356,-275,-173
106692,3124,4408,-437,-490
105273,3631,4405,-1448,-94
103475,1965,4921,-436,-1133
106914,1934,2250,-972,-1363
105850,3155,2090,-1240,-61
101953,1996,4790,-1199,-301
107147,188,3017,-508,-961
103307,2992,4046,-331,-202
104606,4493,4140,-691,-1352
100757,2207,175,-1439,-1223
106090,2222,1158,-1441,-1110
101004,4329,3275,-1338,-1047
101406,463,1739,-304,-104
104273,196,1371,-690,-1313
103221,738,1527,-1031,-500
103946,3937,1521,-1376,-1047
103016,1599,1395,-387,-1446
106122,3976,2509,-471,-351
105506,3446,2837,-257,-198
100511,3155,3848,-746,-20
103843,2848,2863,-956,-926
104559,859,1546,-1051,-526
103863,2232,1073,-785,-400
100833,1765,4514,-1123,-1084
107097,1208,1293,-47,-928
100911,3231,3670,-1432,-533
103205,4843,776,-160,-233
104360,4129,1530,-1248,-1434
106059,3202,2728,-1307,-287
100068,545,3218,-1207,-71
100924,2844,2447,-1354,-1376
100045,3530,2883,-308,-1128
100878,1866,1780,-419,-1399
107387,893,3038,-1120,-1350
102962,2154,846,-63,-390
105406,862,189,-512,-332
105913,4526,1251,-1207,-669
104811,3174,4519,-1454,-555
103737,1711,4959,-289,-707
103920,4832,2688,-369,-158
103956,1221,4979,-758,-699
104722,802,4951,-799,-1316
105019,4352,650,-596,-200
105894,1917,2395,-312,-522
105541,1083,2461,-1354,-954
104583,4767,4991,-659,-145
104625,1578,393,-1267,-648
106473,2865,3416,-671,-1358
101975,4546,1242,-43,-733
102198,2849,2326,-556,-1456
106088,4257,4555,-997,-224
107064,436,4989,-1020,-737
107162,538,4001,-112,-530
101374,2810,2522,-1343,-578
101323,4443,3111,-541,-1327
104368,1513,3780,-974,-960
103632,685,845,-853,-1473
105985,2322,1134,-1396,-1226
105712,4681,4783,-213,-457
106968,3711,4457,-1175,-152
102102,3930,2085,-469,-1271
103246,2728,2793,-535,-1424
107455,3202,4117,-814,-1128
106732,3173,3061,-679,-598
101794,2143,1472,-399,-502
103523,2322,1547,-1141,-174
101364,4453,4516,-477,-22
101568,2448,124,-781,-1034
103667,2940,3130,-598,-968
107039,2922,953,-569,-1020
107305,4982,1599,-1141,-1431
102430,1535,4647,-649,-40
101985,2331,3434,-56,-1210
102954,2368,2212,-1193,-462
102006,4163,4830,-1378,-916
106565,2348,4534,-238,-1261
101991,3101,2114,-667,-1415
100050,1103,1991,-1422,-598
102179,3571,4202,-1305,-928
103238,1598,891,-343,-217
102607,903,363,-1401,-241
106499,1512,4374,-517,-766
106229,2651,4383,-10,-115
104504,4540,929,-134,-562
105871,1624,438,-739,-1272
106283,4859,1667,-935,-1345
105637,1616,3872,-281,-75
106718,3112,3410,-1403,-908
106394,4945,3430,-1325,-1126
105062,791,2598,-1024,-1312
104655,4016,3597,-670,-1191
104287,3281,781,-1363,-1120
101135,2543,239,-372,-384
103040,4735,4462,-1381,-709
107100,316,875,-1310,-152
101507,1569,3340,-892,-151
105320,1363,1414,-238,-907
105010,2849,2021,-1484,-1098
106699,4394,3954,-1415,-1386
104365,643,4817,-1414,-1295
106933,2330,4728,-1191,-320
106696,2840,3667,-1207,-843
106863,2346,598,-363,-218
106450,666,3929,-37,-491
102575,4171,2704,-628,-975
100571,3522,1194,-905,-966
100359,2712,1728,-742,-1466
101792,4717,1500,-13,-1300
102968,1191,2846,-1025,-266
107311,3256,4112,-531,-703
104384,2150,2978,-1041,-1280
105294,1192,2965,-605,-714
106502,3566,4747,-1401,-288
101535,660,2075,-79,-765
104452,1175,1443,-1240,-1301
102957,4926,4426,-1433,-348
101469,3410,66,-1208,-609
106507,1990,4907,-18,-1
100918,1365,1897,-275,-447
101826,1318,1774,-1338,-1290
102939,1234,3819,-344,-1126
107269,4675,3763,-214,-287
100086,3317,2722,-767,-1259
103504,943,2014,-325,-764
106384,3327,2027,-1032,-1106
104548,139,4510,-741,-266
101386,2145,2837,-1455,-925
101365,108,3984,-127,-1407
107410,2621,144,-1328,-260
106580,433,3578,-687,-1101
105387,3759,1696,-229,-1414
102809,4928,4039,-381,-277
107116,3910,2200,-1175,-1298
102729,2453,4559,-1192,-840
107576,3970,456,-238,-817
100248,4671,1092,-569,-850
101476,3243,2318,-912,-1230
101102,3018,1630,-43,-1325
101055,3068,3880,-967,-931
101297,2298,4312,-1304,-469
103693,2907,3553,-1287,-196
104556,2957,3945,-246,-20
104537,2810,1300,-1369,-1353
104439,4061,102,-991,-1453
101368,1257,3170,-1105,-855
104471,3743,3582,-729,-233
102019,277,1402,-223,-1432
107414,1409,4217,-865,-258
101767,4576,2284,-545,-674
104713,1480,1434,-1242,-769
101441,1472,4109,-817,-853
105983,751,1506,-524,-455
107330,4292,3105,-358,-1095
103112,4365,2572,-1277,-109
102913,3153,1281,-139,-332
104418,1150,4024,-118,-539
102715,1184,4304,-1266,-188
104725,2938,621,-237,-753
102965,1883,2451,-1351,-976
106012,3210,4720,-576,-1281
102120,1018,3082,-369,-635
106426,795,4086,-461,-447
104504,1444,4916,-8,-1199
106197,4290,2155,-1256,-364
101325,3037,3195,-746,-507
104190,3008,3799,-1448,-1410
106092,712,1631,-96,-473
101603,4762,4811,-769,-656
105894,193,943,-8,-297
103341,4740,3037,-1165,-415
100478,2425,4758,-861,-1149
105911,4040,1184,-1230,-721
102408,1475,1683,-878,-150
104133,3316,3559,-198,-637
102832,219,235,-672,-633
104608,4056,439,-1221,-1210
104233,953,4365,-456,-823
103346,158,3039,-1137,-1022
100962,4373,3981,-680,-150
106960,2538,1206,-575,-1103
102685,526,1570,-13,-1287
102224,2052,2679,-1154,-864
105185,3343,698,-995,-656
102396,3137,3455,-1263,-1021
101631,606,1716,-833,-1334
101942,4348,264,-1145,-1001
106559,3882,3821,-822,-1283
103695,2843,1194,-16,-1039
104235,614,1339,-1199,-1039
106443,337,76,-936,-259
100497,866,284,-838,-879
107423,1343,1974,-798,-1336
106878,3582,1929,-982,-193
106747,682,4503,-645,-1014
103843,2353,3852,-544,-960
104574,620,3022,-1319,-330
106211,2672,4141,-1149,-134
105894,1565,962,-765,-241
100037,3989,3044,-961,-1162
100102,339,1570,-1181,-667
101885,1521,904,-343,-755
101786,1205,4858,-1033,-1317
103576,462,2893,-668,-1452
100965,918,1968,-248,-1247
102400,2728,2058,-1402,-1064
106883,2490,4118,-716,-842
104415,1767,3839,-148,-1095
100808,1442,416,-328,-846
107470,480,1673,-1035,-1196
105031,3032,4645,-567,-274
104255,4807,1473,-276,-478
101537,3789,2756,-414,-1021
104373,1889,2268,-688,-423
106534,1440,3194,-769,-579
103071,2580,3642,-1002,-1316
107594,3721,3063,-1238,-665
100093,3770,2339,-952,-420
107291,2891,4011,-1452,-963
102322,1125,2029,-518,-1427
103174,3385,1143,-616,-571
104683,1009,320,-365,-556
105568,2987,2597,-1186,-863
103730,2742,1140,-313,-112
106787,1957,3457,-52,-1009
101851,4786,2373,-1137,-427
105585,3260,4607,-120,-1290
107523,3565,2438,-508,-1102
105419,785,3547,-859,-890
104837,4403,1982,-308,-923
106758,1052,2473,-754,-804
107401,3637,2626,-755,-1330
103245,617,2674,-912,-857
103743,4522,2666,-1048,-384
105604,4773,3410,-84,-752
105397,2444,901,-531,-44
102209,1175,2781,-356,-1266
101078,908,4517,-923,-398
105612,1375,239,-518,-859
104499,2793,3924,-1000,-831
100477,4538,3037,-1076,-129
107022,488,2220,-841,-43
101256,1729,4992,-1452,-263
100463,2961,1790,-1425,-1176
104115,1054,478,-1031,-739
107191,431,3316,-845,-619
