SK_ID_CURR,DAYS_BIRTH,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,SCORE,TARGET
100969,-14273,5722,166660,3996,-5124,0.9371480164659716,1
100970,-24852,19184,274849,3803,-11805,0.9013243321498899,1
100971,-13691,12545,282245,1377,-12389,0.9101048506452805,1
100972,-19096,11440,180753,666,-10354,0.7624908062703782,0
100973,-21352,19574,85144,4007,-14517,0.6886538399231512,0
100974,-16691,18567,494695,1592,-13261,0.7615664814298855,0
100975,-23948,14474,22232,468,-11674,0.2505463261251671,0
100976,-10277,8813,464040,4396,-11202,0.8925975130784706,1
100977,-18056,5670,488332,1363,-2529,0.8592430752823954,1
100978,-21898,12971,438018,1566,-1839,0.7897765937677388,0
100979,-18748,7282,285302,532,-5658,0.8715939416268921,1
100980,-14908,2338,485027,2991,-1351,0.9229831505349334,1
100981,-13303,4110,67878,841,-13712,0.9031903611550792,1
100982,-8205,19539,21830,1079,-4689,0.3595114346934193,0
100983,-18297,9169,111130,1952,-3079,0.8499503056031654,1
100984,-9834,1511,491709,4399,-14460,0.9665564167864636,1
100985,-23105,1348,235018,1620,-12394,0.9255552993298811,1
100986,-24767,14874,283720,1480,-947,0.804213958054327,1
100987,-24199,19125,135931,1343,-12963,0.8003140029648678,1
100988,-12077,12072,30167,3634,-3636,0.4599176534136802,0
100989,-8943,3519,265351,4845,-3455,1.0377553476015127,1
100990,-10805,14264,323994,3028,-2205,0.8272243896506161,1
100991,-8682,3915,80949,2241,-11333,0.9019940493301785,1
100992,-13429,16190,373174,2704,-7712,0.882577862820194,1
100993,-18552,7005,121042,4725,-4190,0.8674878680794437,1
100994,-24034,17221,205423,1766,-14394,0.8471215687861264,1
100995,-13923,2557,146903,4319,-12557,0.9285951661691042,1
100996,-19148,16097,391886,3074,-7935,0.9167354426030982,1
100997,-21043,5732,12278,4143,-8652,0.5117587004598515,0
100998,-7400,18406,297584,2893,-13977,0.9314279746308046,1
100999,-23255,17305,229522,1494,-11516,0.8920304328016979,1
101000,-7526,10480,82658,940,-11689,0.9471709627963043,1
101001,-24135,1152,404968,3126,-1280,0.9707125479356602,1
101002,-19321,13742,7463,2072,-10929,0.1456245280675801,0
101003,-24268,10337,227322,317,-4792,0.8002411771536135,1
101004,-21740,19439,372511,2669,-1745,0.8629774394815606,1
101005,-16297,14754,332628,1439,-5921,0.8702934188090942,1
101006,-10382,10065,70898,1149,-13973,0.8859101731264307,1
101007,-8564,5547,452524,358,-11616,0.9413082997905866,1
101008,-24688,14227,351657,1388,-577,0.9111123061026141,1
101009,-13116,10427,386204,2988,-7912,0.8416868794896103,1
101010,-16254,2893,221419,4562,-5171,0.9811401053284856,1
101011,-12346,1924,46212,2457,-6573,1.0042558088806632,1
101012,-7569,12789,201166,4223,-647,1.0328141693415065,1
101013,-20544,12652,308636,3860,-11889,0.8400880025247273,1
101014,-15144,3125,37564,2383,-12755,0.966645951508176,1
101015,-11024,18160,280585,2304,-5851,0.9113469638403026,1
101016,-20744,2468,357439,833,-1222,0.7965623796831919,0
101017,-22179,16033,94473,2736,-12486,0.7836180261099518,0
101018,-21317,9903,328911,2301,-6075,0.8399578752864809,1
101019,-20188,3277,325046,2503,-726,0.8983693021551666,1
101020,-8121,14124,462591,1138,-7134,0.8283170881987256,1
101021,-10301,18211,379467,293,-12120,0.7978372211203039,0
101022,-7962,8681,426551,3329,-9919,0.9680948901212049,1
101023,-18628,17709,353915,3482,-7839,0.8636247261033915,1
101024,-9717,16870,442452,1849,-4935,0.7754192532178014,0
101025,-22590,16456,31581,2322,-9684,0.42161520157130056,0
101026,-21100,18898,22869,342,-3157,0.2581937201760463,0
101027,-7798,3160,475278,1204,-12320,0.9126988395471805,1
101028,-12987,16863,392569,1307,-4663,0.8601378795730638,1
101029,-18884,8108,374957,1670,-13052,0.8513442409779279,1
101030,-16830,6682,369081,1497,-8440,0.9056831632073825,1
101031,-17649,1021,69530,2029,-1327,0.9595527606019377,1
101032,-7913,11939,226930,3267,-3835,0.906853775556317,1
101033,-17571,2753,5226,507,-3507,0.3457003938226692,0
101034,-8799,11588,85789,3340,-11996,0.9401302156729959,1
101035,-9930,3562,48436,3729,-1476,1.0045525794288341,1
101036,-16112,11444,325115,2180,-11029,0.908051617738065,1
101037,-8983,4004,159716,4983,-8578,0.944719277564305,1
101038,-9000,11919,482341,3395,-8561,0.8344695690754553,1
101039,-10308,17450,291880,2236,-7498,0.8041351585022367,1
101040,-24032,9546,22545,986,-12624,0.4484678505403135,0
101041,-24494,2440,342703,588,-8893,0.8892095416200696,1
101042,-7938,1056,368838,3459,-13151,1.0883193640983202,1
101043,-23095,14809,143553,2671,-3089,0.8459371307896806,1
101044,-10641,15381,94507,4814,-4215,0.7957686583550428,0
101045,-21959,5807,138599,4545,-8318,0.9479775045023323,1
101046,-15813,5885,368697,1450,-12774,0.8167439168462474,1
101047,-17029,3579,127549,508,-9892,0.7717318369979939,0
101048,-19788,19728,349859,1448,-14407,0.8801548577661509,1
101049,-24865,6648,409442,2424,-509,0.9831406395455952,1
101050,-16124,8567,373235,3988,-4652,0.8545669378110694,1
101051,-23952,17706,112413,4162,-570,0.8809491525891343,1
101052,-12952,2758,160261,2634,-10197,0.9578326716563909,1
101053,-11511,12328,318937,4765,-13326,0.8885662519342802,1
101054,-10414,7588,273022,1992,-9290,0.8451077669116116,1
101055,-23731,2015,88800,4468,-11802,1.0975599636308169,1
101056,-21148,18439,480888,2244,-5617,0.8411562877241111,1
101057,-19518,5306,425089,504,-4550,0.8335877096704221,1
101058,-24058,10022,4247,1892,-10798,0.12764576622914703,0
101059,-17276,12327,307624,122,-4838,0.8999087233472353,1
101060,-20919,1132,95619,831,-7140,0.8993508746623566,1
101061,-12191,15849,371807,4626,-3015,0.8653813150387066,1
101062,-14942,2977,44855,2682,-2582,0.857776421226971,1
101063,-11571,5092,123198,4569,-9020,0.8422194790454417,1
101064,-17834,9323,92526,4754,-504,0.917427451782561,1
101065,-16208,17036,133444,1685,-759,0.8865953636226729,1
101066,-16495,9319,230347,303,-10275,0.7865074711780264,0
101067,-17597,8048,148073,2732,-9960,0.8502208241067918,1
101068,-20276,9731,12635,869,-7753,0.22155236452143484,0
101069,-16310,16329,233615,1393,-1723,0.8523431041708731,1
101070,-17800,2528,438285,998,-3552,0.797747668647382,0
101071,-19775,12580,95440,3401,-13452,0.7952513768142953,0
101072,-7613,1313,167342,2783,-12371,1.096512860977233,1
101073,-23699,3645,143823,4081,-6151,0.9390671362177206,1
101074,-13341,10595,423883,1082,-8047,0.823887165291556,1
101075,-24028,3610,436922,3924,-1505,0.9976124604661172,1
101076,-21339,18422,17977,2054,-13935,0.2585495260821862,0
101077,-13075,7047,281260,1564,-9455,0.8203130000830523,1
101078,-21516,4317,221777,3052,-13314,0.9567920651751304,1
101079,-9060,2647,478398,3073,-4602,0.9810192488014637,1
101080,-16065,12149,95125,1399,-11422,0.8024777071357384,1
101081,-24950,14881,438162,3512,-2787,0.919347432834197,1
101082,-8139,16268,107801,2813,-8047,0.9553787127623391,1
101083,-22950,4513,157126,1305,-12623,0.9094914965994867,1
101084,-7850,2560,176148,3552,-14099,0.9932813373934654,1
101085,-9854,8340,155670,1980,-2501,0.8197079743311011,1
101086,-8613,8859,88459,3219,-6778,0.8429948940775672,1
101087,-8661,19184,354190,4179,-12194,0.8428349974445924,1
101088,-14679,12663,114859,2082,-13133,0.8810103778180832,1
101089,-17083,3237,184711,215,-11106,0.8382858178264644,1
101090,-19449,2051,315194,179,-6761,0.8702837277062104,1
101091,-13710,6369,233439,3067,-7446,0.8267797061807463,1
101092,-16630,9864,89226,3283,-4749,0.8668150382687027,1
101093,-23041,7068,42956,2420,-3178,0.8324481322550388,1
101094,-16279,2327,498431,1487,-9863,0.9556130802868676,1
101095,-15031,6646,332201,750,-10537,0.8098448858652456,1
101096,-14742,17805,237192,1457,-9996,0.7756087207700012,0
101097,-14192,5620,426829,4259,-10056,0.8504912369210964,1
101098,-8203,19903,493820,2883,-6127,0.9386334401881242,1
101099,-21448,19062,186047,2259,-12492,0.7721743539698158,0
101100,-9361,4795,49791,838,-4278,0.8789818977192522,1
101101,-17951,19271,251683,3784,-4011,0.8931858757253788,1
101102,-9914,10928,9360,3595,-10075,0.29103743291456874,0
101103,-22378,15483,131810,637,-10188,0.8479648575042915,1
101104,-7928,19068,429827,4927,-3773,0.840566673115506,1
101105,-17804,5618,208588,4056,-3127,0.8533767494848334,1
101106,-19204,10671,450420,2366,-7257,0.8684573335592819,1
101107,-22885,4835,115576,918,-9549,0.8038424532904747,1
101108,-23881,15337,436762,2665,-5260,0.7937048218305388,0
101109,-10675,9594,46797,4667,-2607,0.8389083686131651,1
101110,-25460,10041,272419,983,-7722,0.8606862942400147,1
101111,-19506,9963,151720,4678,-9425,0.8783116314704117,1
101112,-24269,6313,365874,4984,-3870,0.929532435010781,1
101113,-20839,9636,21359,1968,-4140,0.43317155509477956,0
101114,-23140,14981,293107,2625,-2192,0.838089072803673,1
101115,-18329,2783,74490,3162,-2003,0.8749347517286832,1
101116,-18113,3565,343613,506,-7256,0.7750374840862327,0
101117,-14352,12832,468754,3826,-3038,0.9268978926342151,1
101118,-13364,9756,93687,4237,-9335,0.8168080087655395,1
101119,-8506,10382,113568,2928,-9249,0.876205835575775,1
101120,-17719,13933,66803,2937,-9228,0.8047646186457617,1
101121,-22208,13740,491881,1240,-7655,0.8955192861858658,1
101122,-15419,14501,167869,1962,-13830,0.7770640774451958,0
101123,-9773,18325,167591,4334,-4241,0.8981054937406284,1
101124,-9252,19414,115166,4168,-11298,0.8031433259864411,1
101125,-14777,6141,378210,1027,-7273,0.8495851934971362,1
101126,-10376,13724,442148,4965,-10365,0.9202177409965555,1
101127,-21685,13946,209924,1191,-7199,0.774279723540447,0
101128,-14809,15945,44923,3886,-5131,0.45159719818311145,0
101129,-17231,1497,488398,3554,-3716,1.0974089960593751,1
101130,-15430,3527,114905,4944,-4232,0.8924029677438189,1
101131,-15514,8237,462487,2974,-8366,0.8995785728991579,1
101132,-18383,7558,216222,4446,-9219,0.8929382503563115,1
101133,-10213,2587,214358,2529,-3753,0.9293803544595776,1
101134,-18247,5624,325145,632,-6436,0.9067840640342821,1
101135,-17557,3080,291383,4197,-2638,0.9657665137804948,1
101136,-11761,16323,146008,1136,-5659,0.8564151751256135,1
101137,-14314,13509,188627,3743,-9614,0.9189953777740756,1
101138,-11373,7785,467871,3793,-4713,0.8888225944659112,1
101139,-20050,4600,99377,4581,-12011,0.9711605477482073,1
101140,-13150,13810,56804,3843,-10781,0.7221902934829345,0
101141,-21963,1924,135968,3861,-9498,0.9597070572924252,1
101142,-9254,5583,342871,4841,-4659,0.956133660086825,1
101143,-14366,1595,74371,2217,-9455,1.018343769440953,1
101144,-18602,1099,112427,3427,-6194,1.0274298776959832,1
101145,-19841,12217,324039,2419,-5074,0.8841608903754798,1
101146,-14742,6357,294601,803,-6689,0.8078230254605386,1
101147,-16665,4652,473203,1525,-5233,0.8709810595920889,1
101148,-21084,13290,412314,2466,-2272,0.8465670347026163,1
101149,-9685,1091,288020,4401,-4138,1.0675714823701221,1
101150,-17830,17009,121936,2584,-10808,0.8880143295075186,1
101151,-16634,11241,360775,2116,-8309,0.830613363962509,1
101152,-15755,2355,143752,2815,-13005,0.9932372652976537,1
101153,-14436,9219,435217,4324,-6235,0.8175204440533862,1
101154,-25135,5856,444847,4759,-5729,0.9492834250729653,1
101155,-23192,7490,254807,2325,-2414,0.9086890341508176,1
101156,-20241,19978,476754,4212,-3471,0.7847083958674833,0
101157,-20502,5690,148896,2383,-3145,0.8607498144893782,1
101158,-23645,16557,12374,2486,-10885,0.25931357993063797,0
101159,-23738,15678,144214,4164,-5638,0.8663671013556256,1
101160,-10009,2405,396303,789,-3003,0.8293598300004827,1
101161,-15899,8476,257375,3175,-13524,0.9330215582509913,1
101162,-20583,10992,270710,4518,-1976,0.9298379033145617,1
101163,-24515,12102,438550,3929,-13340,0.8314369630275555,1
101164,-22066,12193,148924,1613,-5274,0.769627764570975,0
101165,-17306,8862,15503,1545,-5991,0.33327868537920635,0
101166,-24915,15580,475880,902,-7035,0.8863755103801434,1
101167,-10565,16417,18318,3471,-3354,0.331278436958363,0
101168,-24288,9650,118231,1175,-2661,0.8958965969060813,1
101169,-20536,4334,952,1473,-12422,0.20020837470641042,0
101170,-20016,12528,240248,3254,-6760,0.9031308240842908,1
101171,-21553,12800,92790,742,-6664,0.827682898396198,1
101172,-10908,9040,498211,3912,-2512,0.8423845965996645,1
101173,-21192,2833,286753,4931,-8058,0.9732483036989693,1
101174,-13195,8030,159185,1832,-9107,0.9112226354740647,1
101175,-7590,5276,208857,2526,-4498,0.8990875811586438,1
101176,-19688,10705,67680,4857,-5823,0.9094524309603372,1
101177,-15934,10796,491051,2350,-7188,0.866241388406712,1
101178,-10645,17724,344255,673,-8844,0.897293795599352,1
101179,-19009,14633,495360,2818,-2302,0.8795936150529717,1
101180,-10444,1676,385102,1216,-9442,0.837474203667598,1
101181,-7714,1898,370181,1817,-11738,0.9979754117874753,1
101182,-21941,12477,253891,4394,-10412,0.9067974963361959,1
101183,-19552,11711,457638,1463,-11947,0.8498778503109194,1
101184,-9962,9248,153378,2873,-10154,0.8069997666245727,1
101185,-12419,1193,475762,2724,-3388,1.028519644971085,1
101186,-9222,18802,416326,4965,-5139,0.7948633147036213,0
101187,-8055,5673,76416,3722,-3909,0.9865868188037343,1
101188,-12817,12949,424740,4457,-6709,0.8874620687722015,1
101189,-9719,6078,311694,1756,-3013,0.90653936562091,1
101190,-13205,6581,251579,2610,-10727,0.9079451911696081,1
101191,-21098,16209,379655,2661,-10268,0.9047207719181196,1
101192,-13861,7331,13315,4718,-6289,0.47845028617741836,0
101193,-18326,2031,334896,4038,-13420,1.060674523962343,1
101194,-20807,10721,424790,4219,-13477,0.8251984358027407,1
101195,-18559,14137,264478,1446,-5800,0.9086261546073666,1
101196,-17726,10724,192291,2515,-1862,0.9173103998247814,1
101197,-23377,19367,106898,4999,-4368,0.8522611161621858,1
101198,-17426,10261,257225,938,-13799,0.82604911903204,1
101199,-13724,14658,185428,2460,-12904,0.8766635097126881,1
101200,-15992,1243,68951,1724,-9366,1.0232335289047851,1
101201,-17567,13349,391875,2503,-11498,0.8488640953580686,1
101202,-10827,3175,159389,1078,-7356,0.8797906361245659,1
101203,-24182,4585,4639,3764,-14438,0.2750171492490253,0
101204,-23567,9015,149953,639,-10992,0.8845642027544394,1
101205,-24171,9243,166677,2035,-8813,0.859524186004282,1
101206,-20769,12971,357720,2565,-880,0.7926255257584763,0
101207,-14772,5924,377496,3830,-14341,0.8726180698835823,1
101208,-8225,5113,296799,2746,-2453,0.9102839020868192,1
101209,-13756,13703,179472,3133,-5556,0.8342962903490924,1
101210,-20866,8589,51814,859,-8836,0.8849731898377946,1
101211,-15413,12019,354619,2618,-6521,0.8401181943303082,1
101212,-15209,5783,134921,4282,-8613,0.9005461899623869,1
101213,-13359,8824,46727,1933,-4054,0.899623332051864,1
101214,-9597,12564,327567,4758,-2257,0.8254304264530594,1
101215,-12840,8932,37481,586,-10464,0.7692576103854801,0
101216,-17338,2442,485869,2993,-13629,0.951538877138398,1
101217,-16032,7188,68242,2127,-4377,0.8954461611402112,1
101218,-16826,6880,133870,1014,-7798,0.8675840527315638,1
101219,-21875,6815,77289,2268,-921,0.848065671277012,1
101220,-11860,13497,365440,1414,-11740,0.7616450796964551,0
101221,-18938,12913,447874,3474,-11574,0.8546117349166698,1
101222,-7771,19440,369006,4366,-320,0.8857408705603929,1
101223,-17670,18971,89068,1077,-13358,0.8353439020427291,1
101224,-21775,11104,393509,4266,-8550,0.8895126171668589,1
101225,-12731,13631,81868,2849,-9615,0.8628551674478353,1
101226,-21316,12452,28409,4014,-7387,0.42514147516846623,0
101227,-18069,4462,216041,4192,-4048,0.9473431510617424,1
101228,-9604,4577,391435,2842,-10851,0.9521743651280103,1
101229,-10195,18992,244602,3134,-12770,0.7928465580820795,0
101230,-16975,16060,247459,4302,-11764,0.795203499421141,0
101231,-14905,4563,490933,4994,-10662,0.8739918607666834,1
101232,-25093,7340,427217,3364,-13805,0.9357995123019529,1
101233,-11957,10895,17728,4372,-11775,0.3547884518130344,0
101234,-11737,9468,488975,621,-7163,0.8784407144254238,1
101235,-9075,16530,215239,4865,-1364,0.9068941631869882,1
101236,-18700,1674,318664,542,-4531,0.8857152169961563,1
101237,-8531,11891,7778,777,-10338,0.2060456552474698,0
101238,-9064,1346,54340,1777,-8824,1.0029599095072586,1
101239,-9018,4997,4772,1165,-7477,0.26027116527467525,0
101240,-8774,15958,130426,4864,-10072,0.9094715970006804,1
101241,-20579,4328,454021,2722,-2126,0.9249502721972357,1
101242,-20709,3714,208563,3013,-5845,0.865717321596084,1
101243,-24340,9534,188730,4572,-1458,0.9433058116830302,1
101244,-23717,16957,359187,4698,-13598,0.828832638177753,1
101245,-13166,6714,321084,2472,-2662,0.9358099029290503,1
101246,-10097,10054,187869,1028,-14402,0.8907891368286569,1
101247,-9497,3917,328278,2583,-8432,0.8172618961971607,1
101248,-13210,5254,306339,2071,-694,0.9453110027594264,1
101249,-12118,16474,118044,2828,-11475,0.8622414896234769,1
101250,-17424,6343,66762,3735,-6171,0.8318039318645981,1
101251,-14636,13889,484968,3357,-13802,0.8414415985251693,1
101252,-18244,4817,243315,3608,-7948,0.9468463391807612,1
101253,-24601,3003,379984,3362,-6102,0.8682024159181669,1
101254,-22250,7342,121447,1957,-10625,0.832992658166214,1
101255,-24582,10206,484064,3793,-7771,0.8720427157799902,1
101256,-25165,14451,259376,3351,-8136,0.8439789349333404,1
101257,-16951,4300,472187,3035,-11803,0.8261655119241205,1
101258,-21514,19496,32120,2950,-7564,0.3997309192368631,0
101259,-18467,12894,166471,2850,-8624,0.8248039314765798,1
101260,-22890,11856,116572,4992,-13590,0.8231110212890987,1
101261,-12934,18176,84420,4015,-11232,0.7656427539267334,0
101262,-12272,19248,453746,4269,-11649,0.8926288169116529,1
101263,-23227,4832,277881,744,-12719,0.8976724472977848,1
101264,-14504,7470,369361,2531,-2028,0.8052736231871929,1
101265,-15585,5383,5352,2635,-7622,0.2116540832615656,0
101266,-15690,6025,419460,1477,-6368,0.8226839965422642,1
101267,-14636,9956,351189,1364,-910,0.8027040561490857,1
101268,-24070,3093,276610,1726,-1667,0.866003613207367,1
101269,-21586,7354,84713,4923,-2245,0.8619907030728365,1
101270,-9284,14567,206231,3895,-11643,0.8475878602458131,1
101271,-22362,5517,82160,4564,-10711,0.9119045904141078,1
101272,-23744,9817,119575,2940,-7285,0.899973420465343,1
101273,-18169,6938,177538,3587,-7853,0.9336808099719973,1
101274,-16481,14081,465994,656,-11303,0.7580629144318883,0
101275,-14524,12480,205098,2368,-8075,0.802617773262645,1
101276,-18435,2120,465050,771,-3665,0.8149227106222494,1
101277,-11989,1984,19004,1518,-236,0.9016427428098234,1
101278,-24800,13546,373940,3594,-6952,0.9200214790565002,1
101279,-13659,13072,340084,2836,-8068,0.8434621407851678,1
101280,-21841,18972,343687,4630,-8526,0.9200692554161534,1
101281,-17221,12938,391635,1812,-8392,0.7994398539133374,0
101282,-15678,2841,438881,317,-10462,0.8233505477355711,1
101283,-25455,1550,443326,2476,-3648,0.9475653550284836,1
101284,-19011,18377,19765,2745,-13178,0.30151591872056965,0
101285,-19461,5869,171397,2060,-8642,0.8221538282039133,1
101286,-19410,6041,401602,2221,-7074,0.8830603780713334,1
101287,-7564,7204,268220,2578,-6991,0.9112574507999803,1
101288,-12121,12192,495387,4540,-8102,0.9174045906664232,1
101289,-17131,18466,239106,1863,-1265,0.7896736013949195,0
101290,-9560,7272,474390,328,-7005,0.8791626824748412,1
101291,-14838,10306,258124,4520,-5221,0.8406945226699991,1
101292,-24896,14179,496451,1351,-3624,0.8909938951840131,1
101293,-8866,17207,20969,1866,-14154,0.27958362831138117,0
101294,-14675,13602,98345,1598,-10346,0.8167819892523086,1
101295,-7349,10789,141302,2805,-13866,0.9408248504391723,1
101296,-19252,9858,242918,4756,-5045,0.8611123323876279,1
101297,-9823,16536,53941,3946,-2850,0.5159861112680082,0
101298,-16920,5229,115568,4608,-8074,0.9505169191413931,1
101299,-10185,10898,300864,2125,-7290,0.8005399768568997,1
101300,-11421,9718,149309,1554,-924,0.8340584478240285,1
101301,-24043,15330,370119,1431,-6933,0.8734715551386345,1
101302,-9125,9514,322166,3436,-11786,0.9001924197768718,1
101303,-21351,3380,424406,130,-6107,0.7796995270349569,0
101304,-13480,15853,240624,2018,-1103,0.792362062139549,0
101305,-13710,15758,314578,128,-5306,0.843227152002894,1
101306,-20375,6432,650,2161,-2137,0.09080990106022711,0
101307,-25218,11753,291445,3966,-4628,0.9334476734115,1
101308,-8967,10989,14549,902,-14062,0.3793429743454391,0
101309,-11288,7819,230797,370,-10296,0.754850354759949,0
101310,-13956,1479,431454,1353,-5003,0.9422812984360929,1
101311,-11998,16699,251740,1194,-6547,0.8401440989356205,1
101312,-22643,17779,314824,2881,-1701,0.8110519589365635,1
101313,-12823,3027,274229,3943,-5834,0.8988156744581601,1
101314,-12318,8589,495044,1010,-14277,0.9043294527152205,1
101315,-21726,15653,54596,1464,-980,0.5813811278562564,0
101316,-16801,16601,34203,1422,-7191,0.4123803877078419,0
101317,-8636,18904,185068,2661,-13673,0.9010968801955034,1
101318,-19023,4438,55506,4952,-1385,0.9055173410074309,1
101319,-23900,6153,416231,1187,-9633,0.8052987767195007,1
101320,-22265,13910,389544,2784,-2258,0.9187333836702151,1
101321,-25206,16454,337104,864,-7336,0.8364383920906828,1
101322,-10446,5177,9733,1469,-10671,0.37512751604011274,0
101323,-20346,16463,151924,1966,-8147,0.7710933124642265,0
101324,-23070,6670,86632,516,-11403,0.847184038656343,1
101325,-14829,5701,476034,3403,-1320,0.9402186387996542,1
101326,-8909,17838,122584,1117,-1234,0.8713682940410648,1
101327,-23290,15141,403889,3948,-2433,0.8431621272866924,1
101328,-16984,18314,60660,399,-4886,0.643540710115668,0
101329,-20533,16055,276557,2693,-8354,0.8277613666507959,1
101330,-14732,4831,280099,2692,-3821,0.9470027400586696,1
101331,-12392,12244,459104,1072,-7577,0.8773215828466265,1
101332,-10594,7252,271760,4019,-8952,0.8640267293515801,1
101333,-7574,17381,181087,3934,-1938,0.9528845659352061,1
101334,-16374,14692,452604,2881,-11558,0.817728163227554,1
101335,-15064,19749,13987,1057,-8554,0.13207192003407353,0
101336,-8883,15659,482906,4601,-7561,0.9538940984348877,1
101337,-11731,14829,66179,169,-8527,0.8192721351464503,1
101338,-24654,8052,153408,4331,-14042,0.9170482865352892,1
101339,-14487,12702,454777,1360,-14581,0.8201517749502345,1
101340,-9921,12167,67346,3642,-9383,0.7929541492869221,0
101341,-23540,7625,99524,3498,-2952,0.8426352230057188,1
101342,-11078,15800,360827,2729,-2146,0.828067900510539,1
101343,-17936,7093,160810,3461,-841,0.8257858277913549,1
101344,-10837,7933,478578,2220,-2184,0.885612816649777,1
101345,-18339,7970,457019,1631,-7110,0.8736362704900681,1
101346,-9958,15891,180899,3811,-9959,0.8528206786238266,1
101347,-17082,6039,427942,4674,-9655,0.9758689443262563,1
101348,-23258,7252,403370,3957,-3399,0.8083102509623404,1
101349,-8452,16269,179462,4226,-14068,0.914953147355054,1
101350,-16766,4684,341399,3051,-2499,0.9177384736839339,1
101351,-8435,12118,438557,4372,-4521,0.9661850208838088,1
101352,-15569,12129,248735,2162,-3583,0.8229986905714949,1
101353,-15790,16347,200037,581,-7868,0.8267582370461729,1
101354,-9616,2559,116536,362,-5873,0.8704224064155428,1
101355,-21500,2088,124971,4823,-8341,1.0340402315361072,1
101356,-19641,11534,92810,2775,-7844,0.77874466922073,0
101357,-16448,16054,97437,3758,-7733,0.8949908942740268,1
101358,-22090,19926,59656,4234,-4109,0.5759988712470163,0
101359,-11366,14015,173037,4459,-13015,0.7970900626472124,0
101360,-14995,18112,150313,3074,-4701,0.7892168105101467,0
101361,-9593,11686,377989,899,-14569,0.7803449823001112,0
101362,-20963,1309,64207,4188,-159,1.1422145027673134,1
101363,-25147,12732,146522,869,-2835,0.8844171432887402,1
101364,-20831,19284,210933,3582,-14492,0.8129105798693925,1
101365,-19667,15262,291329,4409,-1105,0.8504055157654449,1
101366,-24011,7622,473095,1523,-2543,0.8972049688730573,1
101367,-16607,7166,389617,2253,-1507,0.893212920241995,1
101368,-23440,2037,214647,598,-7594,0.84207825710668,1
101369,-25025,15661,470019,737,-13894,0.78610351532062,0
101370,-21017,8205,147205,4959,-11697,0.8527986444960899,1
101371,-10701,4560,297762,4020,-2514,0.8968966510630968,1
101372,-23000,10751,497895,3053,-11781,0.9209413250490522,1
101373,-14122,16732,16632,3080,-1202,0.266629839777004,0
101374,-11157,2680,441646,1264,-11330,0.8193474260537388,1
101375,-15868,15910,424434,2309,-8274,0.8840202813680281,1
101376,-18770,14940,100245,4241,-13635,0.8537584104869976,1
101377,-9458,19978,453698,1390,-9486,0.8041065751464066,1
101378,-25496,19217,328772,822,-2708,0.8134387398408952,1
101379,-9907,7526,201993,1800,-933,0.8882025148755538,1
101380,-22361,6883,155124,3545,-4580,0.8343803338595636,1
101381,-24116,8037,19132,4809,-7829,0.5362522884757576,0
101382,-22227,13417,489174,2150,-13441,0.8583323431431109,1
101383,-18337,19418,64553,3999,-5929,0.6686003054778956,0
101384,-24749,12270,295652,3953,-4654,0.8546632609387245,1
101385,-19403,7563,183085,1918,-13749,0.8868425350219962,1
101386,-16823,7392,191492,2437,-4180,0.9207546503030136,1
101387,-20370,5502,61707,708,-5239,0.9069878913565451,1
101388,-21739,7040,361181,2622,-2490,0.8069756687738437,1
101389,-7973,8473,17651,3127,-8715,0.5211104418668051,0
101390,-22670,1019,6830,4419,-13873,0.993982272450959,1
101391,-12033,3622,387689,3483,-5580,0.8676436250654214,1
101392,-21797,14509,72002,1222,-4318,0.8005883827799238,1
101393,-19294,19095,358310,2554,-9846,0.7960731232067404,0
101394,-14779,7032,225077,571,-13429,0.7741434030753246,0
101395,-14290,6295,191485,1609,-126,0.8852050474471009,1
101396,-7329,7531,466256,2665,-5090,0.9642403075869316,1
101397,-8750,7263,441653,1824,-2399,0.9110602768806544,1
101398,-18897,1459,417563,2723,-7843,1.0762445047302298,1
101399,-23993,16481,390219,2220,-8891,0.8283132576929578,1
101400,-24709,9580,94320,2341,-12793,0.9180391295516499,1
101401,-11170,19393,102021,4416,-5758,0.8728636680752487,1
101402,-13169,1681,132485,4715,-1473,1.092024175226583,1
101403,-7646,9382,88172,835,-12514,0.8993341298133025,1
101404,-14704,1029,224660,2167,-8906,1.0847606987084446,1
101405,-13044,4691,460263,229,-10245,0.8056170243599095,1
101406,-19883,7909,351008,1220,-6859,0.7760744519277416,0
101407,-14427,6460,276900,4072,-4168,0.8959925258403686,1
101408,-9019,13796,81862,668,-1927,0.8569475538435896,1
101409,-19455,12707,248231,1125,-8904,0.8053332415399622,1
101410,-19913,5479,266461,3571,-7580,0.842549191893436,1
101411,-11479,13267,414559,4263,-9644,0.8003896383401922,1
101412,-13218,3274,82662,1065,-8854,0.815015754186846,1
101413,-15495,4951,21321,2650,-10969,0.7067845742567463,0
101414,-19557,17462,181601,2931,-7850,0.8435323812238432,1
101415,-13724,7952,57100,4365,-1920,0.8659668762002888,1
101416,-14223,9575,420945,3781,-6323,0.9012651277967524,1
101417,-14211,15086,247715,917,-2940,0.7743580339386555,0
101418,-18900,1571,251900,1240,-10322,0.8568322744993517,1
101419,-22224,18551,209085,3409,-14363,0.8837317808937526,1
101420,-24566,13496,446761,4183,-2871,0.8210579470004772,1
101421,-15695,14366,445987,594,-767,0.8993733791200192,1
