SK_ID_PREV,SK_ID_CURR,AMT_APPLICATION,AMT_CREDIT,NAME_CONTRACT_STATUS
401379,101923,53270,150955,Approved
401380,106575,118848,222304,Refused
401381,103279,286314,11458,Approved
401382,106033,229663,236636,Approved
401383,103823,226139,70428,Approved
401384,107081,9484,116895,Approved
401385,107818,148724,93481,Approved
401386,101602,81867,218318,Refused
401387,104997,190464,215176,Refused
401388,100016,184946,113228,Refused
401389,104302,249086,283386,Approved
401390,107788,115379,10773,Refused
401391,102866,97501,239583,Approved
401392,102481,281527,25235,Refused
401393,100202,250678,9368,Refused
401394,105994,253793,79927,Refused
401395,106656,228730,75517,Refused
401396,101611,137851,299941,Approved
401397,105723,18081,69200,Approved
401398,103535,3767,105525,Approved
401399,105085,257232,118489,Refused
401400,104173,34220,6229,Approved
401401,103132,250006,198940,Approved
401402,100527,257864,162691,Refused
401403,102397,298477,101112,Approved
401404,100516,264214,236584,Approved
401405,101945,113532,277311,Approved
401406,107754,80155,201840,Approved
401407,106080,236785,287406,Refused
401408,106790,232191,25086,Refused
401409,102886,141431,128988,Refused
401410,104964,211605,274567,Refused
401411,103183,264252,67813,Approved
401412,103097,142555,77327,Approved
401413,101513,5878,253631,Approved
401414,102788,165537,68191,Refused
401415,107416,179030,244106,Refused
401416,107591,82693,82521,Approved
401417,100606,35124,154369,Approved
401418,105888,165573,206671,Approved
401419,106157,233611,249249,Approved
401420,103283,117988,39227,Refused
401421,101698,12032,184589,Refused
401422,103609,263970,272502,Refused
401423,104403,201118,264631,Refused
401424,103061,81023,133133,Approved
401425,102605,64558,27465,Approved
401426,100419,175425,203977,Refused
401427,100022,113702,10437,Approved
401428,104993,210500,26193,Approved
401429,102708,205136,104512,Approved
401430,106536,111792,167202,Refused
401431,103592,91149,62964,Approved
401432,106390,268417,147268,Approved
401433,106849,48297,118502,Refused
401434,102550,34293,105839,Refused
401435,105658,178023,235328,Refused
401436,104043,114680,49806,Approved
401437,104409,35744,239351,Refused
401438,105076,174028,32873,Refused
401439,104462,115128,273432,Refused
401440,103537,240161,152307,Approved
401441,106404,231066,30789,Refused
401442,107266,115139,18691,Refused
401443,101237,66185,264295,Refused
401444,105943,227008,74956,Refused
401445,102511,65132,52613,Refused
401446,102593,223680,39006,Refused
401447,100620,157097,102551,Refused
401448,100179,134693,170441,Refused
401449,102784,257546,291906,Refused
401450,102566,72401,60561,Refused
401451,100607,113417,207415,Approved
401452,107470,94237,104195,Approved
401453,106339,170446,7078,Approved
401454,101687,33418,198216,Approved
401455,104472,40512,26861,Refused
401456,105617,634,163587,Refused
401457,106986,73949,185933,Refused
401458,104048,17067,195933,Approved
401459,103085,28964,30463,Refused
401460,106512,72167,140248,Approved
401461,103891,247935,179911,Approved
401462,103196,220291,29453,Approved
401463,106142,146993,54761,Approved
401464,102906,119625,140722,Approved
401465,107248,101362,278931,Approved
401466,102976,2364,5041,Refused
401467,103566,141758,215965,Approved
401468,101596,181210,276218,Approved
401469,104427,234547,243624,Approved
401470,104301,35963,40870,Refused
401471,100006,225992,249947,Approved
401472,103380,285384,185494,Refused
401473,103350,62411,150679,Refused
401474,104640,147075,83203,Approved
401475,101048,200600,253663,Refused
401476,105931,250703,116635,Approved
401477,101576,12755,14101,Approved
401478,106511,278680,228966,Refused
401479,103462,253828,275325,Approved
401480,105593,80550,286639,Approved
401481,102101,6516,269720,Approved
401482,102478,188595,235598,Approved
401483,105487,168633,294800,Approved
401484,107192,168267,219930,Refused
401485,103738,218273,264283,Approved
401486,101294,204840,183974,Refused
401487,103059,254180,201202,Refused
401488,105951,121458,203825,Refused
401489,106089,94035,127347,Refused
401490,103030,199995,190212,Refused
401491,104737,94562,121435,Approved
401492,100507,10154,44500,Refused
401493,101215,83639,97748,Approved
401494,107084,127139,97721,Approved
401495,102889,222571,50074,Approved
401496,107059,135973,281146,Approved
401497,104414,6758,214953,Refused
401498,107792,225963,249550,Refused
401499,104694,9925,87759,Refused
401500,101272,163361,45998,Approved
401501,107804,299300,56184,Refused
401502,102434,258949,282019,Approved
401503,103713,106225,207237,Refused
401504,102750,57391,270521,Approved
401505,107523,280190,94362,Refused
401506,103344,168339,161779,Approved
401507,103547,125879,223176,Approved
401508,100982,211800,90420,Approved
401509,107195,63374,162662,Approved
401510,101855,246859,202235,Refused
401511,107233,199330,1910,Approved
401512,104825,62228,82452,Refused
401513,104159,267509,129229,Refused
401514,102570,54128,67015,Approved
401515,101623,186715,13743,Approved
401516,105144,286904,280264,Refused
401517,107590,112353,36760,Approved
401518,107772,222222,178713,Approved
401519,101005,146505,27913,Approved
401520,106700,213088,123640,Approved
401521,100775,10440,47814,Approved
401522,107799,70731,229921,Refused
401523,104400,218837,16275,Refused
401524,104860,83359,90583,Refused
401525,104180,126057,72536,Approved
401526,107489,17038,146458,Refused
401527,105780,12494,296461,Refused
401528,103426,15470,217990,Approved
401529,107432,286332,245041,Refused
401530,101734,240013,154978,Refused
401531,103444,105254,252585,Approved
401532,107081,9583,293194,Refused
401533,106544,91607,8382,Refused
401534,101495,282215,106831,Refused
401535,105980,20895,255617,Refused
401536,100596,201407,110209,Refused
401537,102401,219998,24194,Refused
401538,104743,71521,59917,Refused
401539,100150,69412,276248,Approved
401540,102762,266374,205323,Refused
401541,105649,51273,198356,Approved
401542,104248,296925,33019,Approved
401543,101745,73347,54830,Refused
401544,105935,214140,279530,Refused
401545,102687,146422,281860,Approved
401546,102563,35359,149189,Approved
401547,100624,76452,251170,Approved
401548,103141,209541,53641,Approved
401549,105536,124558,259032,Refused
401550,106395,67998,145525,Approved
401551,103923,8798,90808,Approved
401552,104738,195860,280147,Approved
401553,101598,52133,185905,Approved
401554,105550,48697,287060,Refused
401555,102922,126322,155198,Approved
401556,101517,245677,172073,Refused
401557,102093,219585,46062,Refused
401558,102106,209462,170214,Refused
401559,102294,179420,175979,Approved
401560,100595,165109,241061,Refused
401561,107076,232176,157436,Refused
401562,106695,219211,223454,Refused
401563,107261,234243,14431,Refused
401564,106970,156586,299876,Approved
401565,104124,107384,217276,Refused
401566,104537,104241,82661,Refused
401567,102201,10427,127786,Approved
401568,105014,125413,293879,Refused
401569,101288,42800,77117,Refused
401570,103870,283469,162433,Refused
401571,105692,100811,225040,Refused
401572,104936,289776,44740,Refused
401573,104908,115476,2764,Refused
401574,102172,290250,115923,Refused
401575,107339,78619,184674,Refused
401576,102219,274359,121697,Approved
401577,100251,138978,115481,Approved
401578,101212,275946,280335,Approved
401579,101753,224381,41318,Approved
401580,105318,267949,241761,Refused
401581,105026,33440,141202,Approved
401582,100053,36422,133917,Approved
401583,102589,22275,145747,Refused
401584,105680,104884,291462,Approved
401585,106717,52065,122447,Refused
401586,101336,260236,87293,Refused
401587,103788,173365,288841,Approved
401588,100632,80647,289098,Refused
401589,105177,249377,99029,Approved
401590,101629,173926,174560,Approved
401591,102371,157815,44210,Refused
401592,107785,53062,198539,Approved
401593,106456,249132,127075,Refused
401594,104654,108751,251680,Refused
401595,103300,186915,236000,Refused
401596,102021,88822,195571,Refused
401597,101858,37805,13156,Refused
401598,100024,290656,79962,Refused
401599,101353,219737,143594,Refused
401600,105201,158621,67623,Approved
401601,102880,110530,194412,Approved
401602,106883,30882,291054,Approved
401603,100567,83503,184925,Refused
401604,100994,120829,178074,Refused
401605,102296,121642,160013,Approved
401606,107629,216023,173089,Refused
401607,100408,44670,296613,Approved
401608,106142,139473,271045,Approved
401609,102565,187638,71878,Refused
401610,103900,156250,41761,Refused
401611,101001,200070,163661,Refused
401612,103881,10320,63062,Refused
401613,107441,181149,28449,Refused
401614,104192,219462,267047,Refused
401615,103032,116863,2212,Approved
401616,101453,26608,219900,Approved
401617,103506,36103,269137,Refused
401618,107010,34922,197861,Approved
401619,100166,188840,194688,Refused
401620,106804,290299,20456,Approved
401621,106946,273403,96080,Refused
401622,107374,41681,267780,Approved
401623,105309,47833,183916,Approved
401624,100500,128359,236383,Refused
401625,100457,230437,43963,Approved
401626,100457,298906,122498,Approved
401627,103051,107248,183453,Approved
401628,102542,220380,198724,Refused
401629,104894,104676,103208,Refused
401630,104247,208576,281780,Approved
401631,105807,121176,181886,Refused
401632,106428,242950,84763,Refused
401633,103452,110173,266066,Refused
401634,106361,189882,127197,Refused
401635,101791,190493,140432,Refused
401636,102837,79348,249630,Refused
401637,103707,185040,91411,Approved
401638,102080,162981,196275,Approved
401639,105422,38473,144847,Refused
401640,100911,148859,232201,Approved
401641,100858,295393,66633,Approved
401642,105054,284387,67396,Approved
401643,100460,292934,244228,Approved
401644,100842,136913,259522,Approved
401645,104661,280599,99226,Refused
401646,104554,29513,204426,Refused
401647,101075,196043,68066,Refused
401648,101965,222988,146535,Refused
401649,101134,192187,225042,Approved
401650,105748,98498,39082,Approved
401651,106929,181449,133319,Approved
401652,103410,50100,286170,Refused
401653,103715,191055,145532,Approved
401654,104858,113044,43004,Approved
401655,106976,148398,257017,Refused
401656,103515,240225,109618,Approved
401657,106527,237899,209214,Approved
401658,105760,84617,274876,Refused
401659,105903,128790,8732,Refused
401660,107167,265459,257068,Approved
401661,105536,88345,84528,Refused
401662,101548,3338,202345,Approved
401663,104083,46394,7153,Approved
401664,107793,290210,287571,Refused
401665,105217,290215,162620,Approved
401666,104963,8834,125654,Refused
401667,107778,4911,165548,Refused
401668,103887,52586,177467,Refused
401669,103193,264737,107478,Refused
401670,106361,292560,31768,Refused
401671,100612,185420,285218,Approved
401672,101878,26328,250907,Approved
401673,104687,54704,232068,Approved
401674,107713,56729,122501,Approved
401675,107289,272908,297112,Approved
401676,105379,35469,163524,Approved
401677,102041,197708,263210,Refused
401678,106474,140563,124725,Approved
401679,107644,7022,92407,Approved
401680,105643,271281,154637,Refused
401681,101051,97002,252976,Approved
401682,102473,284984,58134,Refused
401683,103944,8505,48588,Approved
401684,105235,146524,108640,Approved
401685,101534,122887,247530,Refused
401686,107090,135120,25848,Refused
401687,104947,285274,259593,Refused
401688,101974,47092,251704,Approved
401689,104890,150171,230135,Approved
401690,105183,8008,15942,Refused
401691,106285,208681,114505,Approved
401692,104799,176366,283359,Refused
401693,100735,76544,11142,Refused
401694,107044,120357,247329,Approved
401695,103379,177101,110739,Refused
401696,106055,224140,269249,Approved
401697,102001,260700,231325,Refused
401698,105891,49502,6102,Refused
401699,104598,181607,117652,Refused
401700,103122,91681,113408,Approved
401701,101426,25180,173991,Approved
401702,100551,205698,254348,Refused
401703,107084,31130,292370,Refused
401704,107170,90496,123008,Refused
401705,101104,136897,48869,Refused
401706,104280,253772,282495,Refused
401707,103026,25237,234639,Approved
401708,105662,243211,83276,Refused
401709,107782,140730,270628,Approved
401710,104414,23474,86680,Approved
401711,107003,135384,151523,Approved
401712,106708,14425,196377,Refused
401713,102921,188410,95117,Approved
401714,105666,285048,261391,Refused
401715,101765,95038,165184,Approved
401716,103475,276467,103634,Refused
401717,100751,200501,216191,Refused
401718,107629,174067,121953,Refused
401719,102970,28457,262914,Refused
401720,103291,113590,200562,Approved
401721,100636,147764,268391,Approved
401722,103711,71638,284095,Refused
401723,100226,289050,150959,Approved
401724,101496,9132,212949,Approved
401725,104980,34852,217277,Refused
401726,100956,68686,157285,Refused
401727,105132,165126,66353,Approved
401728,104373,23761,295367,Approved
401729,103504,79277,182935,Approved
401730,105974,127129,104623,Approved
401731,100966,24386,192786,Approved
401732,101963,134941,258568,Approved
401733,104390,167944,37622,Approved
401734,107134,223705,175173,Refused
401735,105122,22731,140024,Approved
401736,106776,210612,2210,Refused
401737,105680,91545,47728,Refused
401738,103842,99017,55367,Refused
401739,100361,19190,269783,Refused
401740,102152,170995,225942,Approved
401741,102371,59399,14644,Approved
401742,104226,47218,133095,Approved
401743,104639,237379,292744,Refused
401744,107863,5655,238852,Refused
401745,107246,201506,276037,Approved
401746,101889,196094,252557,Refused
401747,107650,62288,167910,Refused
401748,102505,168474,182557,Approved
401749,105753,233023,9706,Approved
401750,103134,105050,232672,Refused
401751,107715,11384,68548,Approved
401752,101431,91993,229414,Refused
401753,104498,156143,297431,Approved
401754,105210,232684,60641,Approved
401755,105521,12651,133229,Refused
401756,100148,105451,292056,Approved
401757,103874,289430,18918,Approved
401758,106445,156250,131003,Refused
401759,107033,177599,64720,Approved
401760,107309,291646,61752,Refused
401761,107818,253820,169662,Refused
401762,107525,88867,94740,Approved
401763,102890,115340,262642,Refused
401764,100318,1239,89983,Refused
401765,101401,159335,190781,Refused
401766,100876,54125,156297,Approved
401767,101422,121394,38853,Refused
401768,107169,252456,126975,Approved
401769,107509,237433,171095,Approved
401770,105440,130163,282466,Approved
401771,105337,245267,130437,Refused
401772,106819,178492,220372,Approved
401773,106269,17734,230585,Refused
401774,103376,66798,243278,Approved
401775,103819,156192,295264,Refused
401776,104342,83003,52972,Approved
401777,103206,179659,133515,Approved
401778,100159,63621,216495,Approved
401779,101704,188151,223285,Approved
401780,106094,41744,293447,Refused
401781,100996,71062,214375,Refused
401782,102004,177600,67849,Refused
401783,107818,271012,299456,Refused
401784,102796,259843,183562,Refused
401785,102632,125045,165877,Refused
401786,103182,191470,67265,Approved
401787,107836,14609,32172,Refused
401788,104751,279270,235525,Refused
401789,103580,103717,268620,Refused
401790,100244,135771,217191,Approved
401791,107378,112287,281242,Approved
401792,102368,49858,91661,Approved
401793,103643,113011,177596,Approved
401794,100546,115047,68511,Approved
401795,106049,84196,293013,Refused
401796,102114,206518,290643,Refused
401797,102697,13593,299449,Refused
401798,100077,16564,128445,Refused
401799,102991,122589,293462,Approved
401800,107766,202090,189579,Approved
401801,101647,60937,272213,Approved
401802,104177,203984,261446,Approved
401803,103508,133255,265958,Approved
401804,106220,282178,88401,Approved
401805,102176,54958,251384,Refused
401806,107401,153048,37408,Refused
401807,107559,142433,10061,Approved
401808,107091,191776,202802,Refused
401809,100411,36762,231480,Approved
401810,104069,143818,125242,Refused
401811,107502,252529,197825,Refused
401812,102274,18915,283159,Approved
401813,101740,257548,207053,Refused
401814,101953,82417,260432,Approved
401815,102804,54978,205762,Approved
401816,101531,243482,258251,Approved
401817,100695,118547,83220,Refused
401818,102980,271958,224045,Refused
401819,103433,162138,124041,Refused
401820,100038,188855,168404,Approved
401821,101831,10027,266899,Approved
401822,103020,28523,290414,Approved
401823,107680,221844,80660,Refused
401824,105320,178526,204952,Refused
401825,106847,152981,275926,Refused
401826,107614,79415,28705,Approved
401827,101068,210667,119175,Refused
401828,103468,190709,125140,Approved
401829,107148,79896,269487,Refused
401830,102457,101441,282717,Refused
401831,100416,110536,165684,Refused
401832,102122,162476,88501,Refused
401833,102661,295560,224952,Approved
401834,106469,64308,23482,Refused
401835,101356,165693,87587,Refused
401836,103700,149876,182957,Refused
401837,103112,55991,135626,Refused
401838,100357,295675,157811,Approved
401839,107736,72528,181954,Approved
401840,104612,275539,9531,Approved
401841,105007,101142,262558,Approved
401842,100151,161974,144419,Approved
401843,100459,253826,108011,Approved
401844,100272,113680,105157,Approved
401845,100982,64137,214688,Approved
401846,104217,272357,280092,Approved
401847,100998,123245,275905,Approved
401848,105251,177742,16794,Approved
401849,102450,95630,120343,Refused
401850,100459,110453,97594,Approved
401851,101879,213525,92756,Refused
401852,107468,85754,41408,Refused
401853,100857,12539,197972,Approved
401854,103500,256681,275406,Approved
401855,106356,159924,123534,Refused
401856,107276,168450,64917,Approved
401857,105841,48017,276885,Approved
401858,106438,255610,60916,Refused
401859,103691,112260,212371,Approved
401860,107804,19815,23835,Approved
401861,104229,4864,185669,Refused
401862,104868,229169,66566,Refused
401863,103933,160116,214008,Refused
401864,103705,200988,292042,Approved
401865,100307,210049,240897,Approved
401866,106611,230810,58435,Approved
401867,107819,225842,293580,Approved
401868,104322,203164,6583,Approved
401869,106915,288078,158946,Refused
401870,107413,257367,42646,Approved
401871,103340,169294,150850,Approved
401872,106947,137456,227845,Refused
401873,101045,63197,35471,Approved
401874,105664,137347,116180,Approved
401875,100709,204189,153135,Refused
401876,106170,296882,287193,Approved
401877,105100,276115,182712,Refused
401878,103227,144201,263263,Approved
401879,107557,218794,13332,Approved
401880,100312,106385,271227,Refused
401881,101455,219035,43135,Refused
401882,104422,56555,279489,Refused
401883,103165,54683,192116,Approved
401884,107192,259349,224182,Approved
401885,107167,224972,73736,Refused
401886,101865,3134,101152,Approved
401887,105068,229040,35233,Approved
401888,104636,133401,228254,Approved
401889,100858,166414,179634,Approved
401890,103788,197451,222687,Approved
401891,107690,116023,108194,Refused
401892,101321,72882,97021,Refused
401893,102012,186166,27885,Refused
401894,106142,149982,135125,Refused
401895,103481,268875,3149,Approved
401896,103579,55237,68145,Refused
401897,101179,96609,165384,Refused
401898,105958,139632,40598,Approved
401899,103220,163887,261302,Approved
401900,104920,248982,174673,Refused
401901,105111,104600,208960,Refused
401902,100924,167740,243245,Approved
401903,105017,210937,288282,Refused
401904,107088,229676,189847,Approved
401905,103856,121382,201005,Approved
401906,103880,87453,229582,Refused
401907,105662,260196,50147,Approved
401908,101576,11074,287202,Approved
401909,106846,17604,205945,Refused
401910,105319,273674,219111,Refused
401911,101289,271155,63477,Approved
401912,104350,206645,143925,Approved
401913,106193,149479,273237,Approved
401914,101285,235881,154725,Refused
401915,107746,30779,294230,Refused
401916,101869,271329,168154,Approved
401917,106172,145782,174129,Refused
401918,102307,1759,53533,Approved
401919,105812,145442,41452,Refused
401920,107191,139715,134040,Refused
401921,103799,170149,165102,Approved
401922,106484,233554,165029,Refused
401923,103466,11792,119214,Refused
401924,106537,77881,259169,Approved
401925,103432,153037,144806,Refused
401926,102376,118932,174051,Approved
401927,100096,54621,170717,Refused
401928,105666,14398,251728,Approved
401929,100499,186506,297963,Approved
401930,105219,15093,184350,Approved
401931,101886,132495,104734,Approved
401932,101826,224613,228783,Refused
401933,101991,205415,39787,Refused
401934,105688,43693,51730,Approved
401935,106971,289811,236682,Refused
401936,106357,99669,1445,Approved
401937,101411,233906,145938,Refused
401938,105558,86396,297643,Approved
401939,104734,289063,91847,Approved
401940,107370,276188,189660,Refused
401941,102777,202871,71641,Approved
401942,100148,39302,261271,Approved
401943,105273,286793,277513,Refused
401944,101081,155691,265496,Approved
401945,106734,295345,75855,Refused
401946,100622,174143,203026,Refused
401947,104780,44135,179883,Approved
401948,104550,160415,178420,Refused
401949,103574,197077,31608,Approved
401950,100337,210973,6135,Approved
401951,106354,189874,259780,Refused
401952,103202,92638,21974,Approved
401953,102283,226722,164891,Approved
401954,102606,270229,253272,Approved
401955,103428,252083,245796,Approved
401956,100329,250427,245893,Approved
401957,104832,170016,165571,Approved
401958,102189,77949,289972,Approved
401959,104030,184938,282497,Approved
401960,104877,154680,242490,Refused
401961,101344,234932,228847,Refused
401962,100971,99318,191543,Refused
401963,100737,192756,296026,Refused
401964,100168,165836,207799,Approved
401965,106647,197799,23783,Refused
401966,101791,205483,8160,Refused
401967,107245,198239,110019,Refused
401968,101819,83894,267563,Approved
401969,103407,9575,25921,Approved
401970,101466,194325,57317,Approved
401971,100998,159352,10365,Refused
401972,103497,248723,156686,Refused
401973,105986,29312,19645,Approved
401974,107158,171481,102464,Refused
401975,101335,233263,62608,Refused
401976,102951,34740,267212,Refused
401977,101137,277062,136294,Refused
401978,101451,239280,285096,Refused
401979,100787,187422,65045,Refused
401980,104342,173751,199907,Refused
401981,104614,226310,251017,Refused
401982,103411,36152,205962,Refused
401983,105367,22791,243892,Approved
401984,106652,54804,141597,Refused
401985,103250,237296,230903,Refused
401986,104578,14413,122147,Refused
401987,105622,85303,61454,Refused
401988,100747,90129,173318,Refused
401989,100753,215052,45171,Approved
401990,104501,236869,79691,Approved
401991,101376,58460,75163,Approved
401992,101550,103570,73819,Refused
401993,100176,31815,247000,Approved
401994,101428,168909,64902,Refused
401995,100642,277542,157307,Approved
401996,106226,39177,290977,Refused
401997,107242,216097,146035,Approved
401998,102620,48163,32845,Approved
401999,100133,248611,201262,Refused
402000,104941,262816,288180,Refused
402001,103251,191027,193127,Refused
402002,106849,98706,250161,Approved
402003,104958,60027,226095,Refused
402004,100645,11887,12722,Refused
402005,107432,137707,288779,Refused
402006,105756,9594,205715,Refused
402007,106104,141028,289648,Refused
402008,100672,181981,291738,Refused
402009,105307,52832,240945,Approved
402010,103000,191915,39491,Refused
402011,104915,14525,215251,Approved
402012,101387,34495,230429,Refused
402013,103798,130654,171242,Refused
402014,101423,89162,26850,Refused
402015,106975,55957,133366,Refused
402016,107702,229584,4697,Refused
402017,105737,166632,148441,Refused
402018,107882,43131,9060,Approved
402019,102743,177229,876,Refused
402020,103860,33048,252410,Approved
402021,104577,34666,176047,Approved
402022,106714,125673,287369,Approved
402023,107400,117501,164267,Refused
402024,104728,288041,292518,Refused
402025,105677,120818,79136,Approved
402026,104184,94966,14412,Refused
402027,101128,83774,186147,Refused
402028,100678,183478,232511,Refused
402029,105263,60767,6575,Approved
402030,104931,209536,150477,Approved
402031,100389,277186,183868,Refused
402032,107500,260888,247606,Refused
402033,100284,288169,93023,Approved
402034,106735,103629,275850,Approved
402035,104599,160268,199326,Refused
402036,104291,273228,142630,Approved
402037,107103,61085,52279,Approved
402038,100526,176598,287606,Refused
402039,106945,152233,248656,Refused
402040,104532,7527,225010,Refused
402041,100913,163853,71602,Approved
402042,101827,166475,103350,Refused
402043,104296,156610,220504,Approved
402044,104558,60425,167078,Refused
402045,102364,137165,83839,Approved
402046,103946,200435,136373,Approved
402047,102626,208122,219607,Refused
402048,106273,100611,208703,Refused
402049,104098,46183,94258,Approved
402050,103441,235050,161182,Refused
402051,103794,25537,51086,Approved
402052,103689,189595,277548,Approved
402053,104022,46554,242055,Refused
402054,106005,233180,68610,Approved
402055,105395,176640,140219,Approved
402056,105947,78290,284221,Approved
402057,101099,9379,273135,Approved
402058,100796,102508,14943,Refused
402059,101900,120159,114301,Refused
402060,104384,226967,292080,Refused
402061,100261,78587,286486,Refused
402062,100719,206930,106386,Refused
402063,101573,234283,140210,Refused
402064,100996,176346,36220,Refused
402065,100150,26418,87655,Approved
402066,102584,113243,200326,Approved
402067,106280,1821,97806,Refused
402068,104503,284597,177666,Refused
402069,100719,211595,194784,Refused
402070,102552,217292,1973,Approved
402071,106409,59757,73118,Approved
402072,105378,93339,88556,Approved
402073,103876,12331,296721,Refused
402074,106646,291457,135475,Approved
402075,102977,117962,174393,Approved
402076,101915,147463,193393,Refused
402077,101734,51455,18319,Approved
402078,101424,35795,153778,Approved
402079,103776,281823,177478,Approved
402080,103353,80313,255069,Approved
402081,107465,263438,237217,Refused
402082,106366,109231,271475,Refused
402083,106617,59686,83814,Approved
402084,104837,297809,162436,Refused
402085,102707,40714,204482,Approved
402086,106330,33848,185583,Approved
402087,103825,168361,53432,Approved
402088,100160,62709,73740,Refused
402089,102521,128831,185663,Refused
402090,103904,181444,269200,Refused
402091,103434,94276,288278,Refused
402092,103959,178858,64289,Refused
402093,104339,91161,84833,Refused
402094,105292,18921,246353,Refused
402095,103811,45140,264564,Approved
402096,102869,109341,288760,Approved
402097,101718,189577,30775,Approved
402098,100878,228594,120121,Approved
402099,101208,145409,198095,Refused
402100,102397,292614,243788,Approved
402101,102438,213992,83793,Approved
402102,103160,181845,119737,Approved
402103,100985,287115,121293,Refused
402104,100938,46330,169203,Refused
402105,105758,235866,123505,Refused
402106,102474,161912,197103,Refused
402107,100214,146196,112644,Approved
402108,103995,170934,36280,Approved
402109,103141,156909,143509,Refused
402110,105748,4091,283370,Approved
402111,103999,39029,266235,Refused
402112,100178,251295,137436,Refused
402113,102717,272379,110242,Approved
402114,105824,289361,14035,Approved
402115,107572,195178,4928,Approved
402116,105778,62011,271820,Approved
402117,104495,244836,284036,Refused
402118,101067,163084,58693,Refused
402119,102878,11859,248469,Refused
402120,102106,109923,278555,Approved
402121,106859,25112,81491,Refused
402122,106943,221493,290246,Approved
402123,104176,141437,212099,Refused
402124,100589,184298,96015,Refused
402125,102640,10627,266919,Approved
402126,103950,200970,185552,Approved
402127,106031,173101,257282,Refused
402128,106284,242459,138695,Approved
402129,103062,236484,134895,Approved
402130,101616,53270,283649,Refused
402131,103009,114444,92427,Approved
402132,102968,122338,279679,Approved
402133,105767,182628,122144,Refused
402134,100708,297389,102031,Refused
402135,101866,133028,212133,Approved
402136,106773,260898,60169,Approved
402137,104564,200699,186612,Refused
402138,103176,31632,175302,Approved
402139,106240,108864,115243,Refused
402140,105894,4640,222990,Refused
402141,107694,147979,18556,Refused
402142,104490,166388,194718,Refused
402143,102304,125081,71617,Refused
402144,104745,215552,91834,Approved
402145,101451,60894,124068,Refused
402146,100531,288294,234067,Approved
402147,104498,282958,199913,Refused
402148,107648,190490,48268,Approved
402149,100002,182203,253934,Approved
402150,106402,132891,292175,Approved
402151,105347,97660,190496,Refused
402152,101113,146068,53490,Approved
402153,101414,102174,233216,Approved
402154,105226,265083,246485,Refused
402155,104337,248415,199227,Approved
402156,107178,9862,178821,Refused
402157,100611,155868,130270,Refused
402158,100405,103591,297200,Approved
402159,102253,103448,225851,Approved
402160,101830,36398,175580,Refused
402161,101407,183596,247972,Refused
402162,102803,2110,141569,Approved
402163,104645,54000,66401,Refused
402164,106707,6663,114643,Refused
402165,100801,160916,11334,Approved
402166,106949,132636,250193,Approved
402167,104716,71539,26531,Approved
402168,105440,187794,162065,Approved
402169,104161,5693,72269,Refused
402170,107068,93149,124922,Refused
402171,103479,270361,71987,Approved
402172,101631,170045,238573,Approved
402173,106760,207612,236374,Approved
402174,107053,197778,270584,Refused
402175,104640,57600,145035,Approved
402176,104185,170080,299106,Refused
402177,107311,181192,221366,Refused
402178,103818,170565,46852,Refused
402179,106562,238376,281106,Refused
402180,101198,144720,265848,Refused
402181,100637,53935,256252,Approved
402182,100600,127378,62087,Refused
402183,102754,73737,112827,Approved
402184,100223,218301,244417,Approved
402185,106541,247711,273410,Approved
402186,100157,41766,245482,Approved
402187,103212,151650,227038,Approved
402188,103069,102300,279003,Approved
402189,105779,94789,284237,Approved
402190,106419,277917,104832,Approved
402191,107410,34561,169742,Refused
402192,100457,76840,84564,Refused
402193,106391,39028,291475,Refused
402194,106332,263472,12116,Refused
402195,102351,299757,275218,Refused
402196,102833,80820,217950,Refused
402197,100241,140004,135361,Approved
402198,101943,189634,15274,Refused
402199,106667,67704,211414,Refused
402200,106871,46917,150677,Refused
402201,101898,274619,139218,Refused
402202,106448,268798,261833,Approved
402203,106124,147887,275097,Approved
402204,101381,280628,125870,Approved
402205,106086,8476,284305,Refused
402206,102860,170720,161762,Refused
402207,105411,127493,83894,Approved
402208,100106,282411,40888,Approved
402209,101818,235094,50403,Refused
402210,107230,288573,86994,Approved
402211,100928,67173,114719,Approved
402212,107087,24453,161335,Refused
402213,107625,289613,59996,Refused
402214,100795,254527,64200,Approved
402215,104883,297811,104148,Refused
402216,102769,93596,185544,Approved
402217,104937,247086,215597,Approved
402218,106970,6114,151409,Refused
402219,101582,189298,270846,Refused
402220,104015,180791,78385,Approved
402221,103951,293786,72424,Approved
402222,103172,32374,285944,Refused
402223,100241,156040,4710,Approved
402224,103717,227028,128494,Approved
402225,104026,147457,18257,Refused
402226,102659,63068,6236,Approved
402227,101173,120869,31174,Approved
402228,101439,278909,236951,Refused
402229,102097,13207,121431,Approved
402230,103994,203757,274325,Approved
402231,101655,177087,77821,Refused
402232,103834,104428,263433,Refused
402233,107178,78697,150474,Approved
402234,102507,49001,191988,Approved
402235,102996,230334,193024,Refused
402236,101274,41354,236428,Approved
402237,106241,27229,6046,Approved
402238,106280,103796,293720,Approved
402239,107234,66260,111598,Refused
402240,106643,4945,37559,Refused
402241,104779,62634,176284,Refused
402242,102732,199974,164173,Refused
402243,104691,136338,176402,Approved
402244,107026,254507,111469,Refused
402245,106934,130192,171585,Approved
402246,106166,104950,82752,Refused
402247,104974,190681,3021,Approved
402248,106954,137208,135378,Refused
402249,105463,41362,54930,Approved
