SK_ID_BUREAU,SK_ID_CURR,CREDIT_ACTIVE,AMT_CREDIT_SUM,DAYS_CREDIT
301891,102696,Closed,96482,-305
301892,106795,Closed,63730,-1560
301893,101064,Closed,71146,-705
301894,106975,Closed,36076,-1386
301895,105476,Closed,11560,-1039
301896,105122,Active,54315,-110
301897,102891,Closed,121798,-1856
301898,103046,Closed,66762,-1111
301899,104469,Active,36587,-537
301900,105035,Active,156417,-326
301901,102107,Closed,153811,-1973
301902,101387,Active,138096,-1386
301903,102050,Closed,180890,-1733
301904,106113,Closed,192456,-1410
301905,102159,Active,162925,-1941
301906,104514,Closed,135868,-1376
301907,103337,Closed,52944,-1542
301908,100766,Closed,93460,-1810
301909,105165,Active,4559,-405
301910,105391,Closed,76275,-1205
301911,106543,Active,29856,-1397
301912,105346,Closed,90211,-1229
301913,107377,Active,24015,-1109
301914,105931,Active,105684,-1426
301915,105749,Active,20896,-539
301916,100204,Closed,118093,-72
301917,104532,Closed,18458,-809
301918,105011,Active,117227,-411
301919,106386,Closed,143686,-685
301920,101719,Closed,165206,-300
301921,104924,Closed,47177,-104
301922,100705,Active,100439,-1413
301923,101970,Active,130623,-102
301924,100383,Closed,162331,-1441
301925,101603,Active,156668,-391
301926,106623,Closed,6606,-1780
301927,103750,Active,17426,-451
301928,100223,Active,89776,-1648
301929,102302,Closed,152382,-1465
301930,107815,Active,83242,-1894
301931,101794,Active,18244,-1754
301932,101429,Closed,66421,-1585
301933,100790,Active,4452,-366
301934,104208,Active,31261,-508
301935,102277,Closed,112656,-1985
301936,102358,Closed,58345,-610
301937,104724,Closed,91607,-1181
301938,107653,Active,198662,-1088
301939,106932,Active,142241,-600
301940,100419,Active,68880,-287
301941,102927,Closed,40024,-1431
301942,105998,Active,34359,-107
301943,104207,Closed,197383,-1203
301944,105976,Closed,138355,-1807
301945,103537,Closed,198787,-363
301946,103942,Active,83733,-665
301947,101315,Closed,49050,-1449
301948,100173,Closed,18069,-267
301949,101173,Active,119106,-1209
301950,103816,Closed,164046,-646
301951,104908,Active,93452,-1522
301952,105872,Active,127318,-1206
301953,103982,Closed,18881,-703
301954,106587,Closed,162003,-195
301955,106081,Active,53096,-331
301956,102606,Active,166269,-251
301957,105824,Active,161940,-626
301958,105983,Active,165225,-354
301959,105907,Active,147847,-1115
301960,106379,Closed,11395,-1287
301961,106151,Closed,56157,-485
301962,101269,Active,153241,-1990
301963,102515,Closed,118783,-1904
301964,102384,Active,197686,-947
301965,102300,Closed,99458,-437
301966,104580,Active,58494,-1057
301967,102243,Active,33985,-1578
301968,104505,Active,26768,-1875
301969,104712,Active,148544,-1415
301970,104926,Active,177292,-1835
301971,103224,Active,161238,-187
301972,105296,Closed,14871,-75
301973,103090,Closed,1831,-1215
301974,107364,Active,161288,-316
301975,100705,Closed,119623,-1976
301976,106312,Active,189140,-1130
301977,105992,Closed,36114,-1832
301978,107140,Closed,198723,-1177
301979,105582,Active,10090,-209
301980,107370,Active,99588,-383
301981,107403,Active,199144,-274
301982,104794,Active,4518,-1020
301983,103001,Closed,130149,-1789
301984,103547,Closed,78540,-1847
301985,105659,Active,53923,-1991
301986,104317,Active,179218,-36
301987,101146,Active,137398,-42
301988,107638,Active,96724,-691
301989,104708,Closed,187933,-1577
301990,104787,Active,107438,-176
301991,107424,Closed,110090,-1939
301992,102970,Closed,91754,-420
301993,103341,Closed,90133,-1160
301994,105153,Active,25590,-650
301995,105397,Active,99736,-412
301996,107838,Active,143927,-1318
301997,106469,Closed,161852,-837
301998,100186,Closed,168001,-330
301999,106403,Active,73538,-50
302000,107833,Active,162073,-341
302001,106471,Active,57359,-1314
302002,103224,Closed,65162,-638
302003,102424,Active,169530,-1213
302004,102561,Closed,98726,-399
302005,105295,Closed,111447,-1216
302006,101033,Closed,6746,-1907
302007,103239,Closed,5337,-1276
302008,100199,Active,153546,-1077
302009,106027,Closed,191638,-1598
302010,104912,Active,131175,-927
302011,107579,Active,72209,-726
302012,103186,Closed,4792,-1623
302013,106469,Active,131570,-716
302014,106006,Closed,72151,-914
302015,106956,Closed,138850,-410
302016,105547,Closed,33157,-1148
302017,102607,Active,20143,-944
302018,106190,Closed,52895,-573
302019,103830,Active,47505,-959
302020,101244,Closed,154769,-1079
302021,106429,Active,116241,-1834
302022,101567,Closed,109718,-881
302023,107233,Closed,17304,-235
302024,105393,Closed,134393,-1475
302025,101322,Active,106660,-1306
302026,106736,Closed,186484,-1342
302027,105641,Closed,151599,-1048
302028,102773,Closed,135147,-1547
302029,106797,Closed,51432,-1528
302030,101131,Active,122694,-1248
302031,104410,Active,80550,-1101
302032,107745,Active,54034,-774
302033,103345,Active,138396,-536
302034,106931,Active,168889,-1268
302035,105023,Closed,10443,-1325
302036,106090,Closed,62656,-1430
302037,101779,Closed,124047,-1662
302038,107241,Closed,80173,-1903
302039,106176,Closed,17336,-467
302040,101870,Active,186415,-105
302041,105168,Active,174181,-1505
302042,105735,Closed,138746,-1492
302043,106563,Closed,62455,-1882
302044,100610,Closed,53878,-119
302045,100354,Active,87606,-858
302046,107325,Closed,60189,-791
302047,104148,Closed,33747,-842
302048,100937,Active,145220,-1980
302049,103909,Closed,51508,-249
302050,103363,Active,195180,-1458
302051,101947,Closed,125828,-1489
302052,101341,Active,38435,-1408
302053,100176,Closed,37241,-463
302054,107854,Active,182365,-347
302055,107816,Closed,74662,-185
302056,103758,Closed,176009,-1097
302057,100925,Active,191557,-337
302058,106104,Closed,15040,-271
302059,100123,Closed,156459,-298
302060,105974,Closed,70058,-620
302061,107615,Closed,106312,-1032
302062,100758,Active,178358,-676
302063,101439,Active,153310,-1385
302064,105704,Active,163244,-996
302065,105784,Closed,13345,-1904
302066,103115,Closed,183786,-546
302067,104373,Closed,192092,-1686
302068,104726,Closed,198878,-567
302069,106006,Closed,165279,-13
302070,102873,Closed,171183,-695
302071,107860,Closed,87894,-1459
302072,100005,Active,61278,-560
302073,101011,Closed,46891,-86
302074,100547,Active,62476,-121
302075,105819,Active,52301,-640
302076,107186,Active,78717,-556
302077,104127,Active,163693,-1573
302078,104846,Closed,772,-577
302079,104726,Closed,22903,-1615
302080,105449,Active,114662,-1760
302081,101089,Closed,24467,-1514
302082,102293,Closed,133087,-1728
302083,107214,Active,148702,-517
302084,106305,Active,178940,-1995
302085,105007,Closed,138612,-592
302086,102854,Active,22525,-1860
302087,106520,Closed,140792,-1969
302088,103663,Closed,176733,-774
302089,107117,Active,72878,-1035
302090,107341,Active,122299,-749
302091,104471,Active,22352,-773
302092,107462,Active,185767,-928
302093,106343,Closed,77523,-1568
302094,105171,Active,85393,-1985
302095,101975,Active,70712,-770
302096,101845,Active,192092,-1729
302097,106827,Active,55069,-679
302098,107243,Closed,127515,-81
302099,104125,Active,65524,-1670
302100,100523,Active,128873,-1651
302101,107180,Active,196865,-1736
302102,105544,Active,144960,-1340
302103,101547,Active,166733,-1906
302104,101431,Closed,29070,-1295
302105,104027,Active,42220,-1958
302106,105559,Active,108939,-238
302107,107195,Closed,189806,-402
302108,102912,Closed,150519,-559
302109,103744,Closed,111365,-30
302110,105416,Active,60904,-793
302111,107371,Active,21503,-1280
302112,101707,Closed,72329,-382
302113,102229,Closed,127329,-230
302114,104686,Active,60383,-1899
302115,106224,Closed,135598,-207
302116,101065,Closed,157267,-1379
302117,106581,Closed,194543,-1002
302118,101314,Closed,15555,-1693
302119,102141,Active,181330,-176
302120,100296,Active,35414,-1751
302121,103168,Active,103671,-1427
302122,106439,Closed,161545,-117
302123,107462,Closed,19697,-384
302124,107688,Closed,59114,-41
302125,101855,Active,96688,-709
302126,100693,Closed,138440,-23
302127,103073,Active,85679,-43
302128,100094,Active,100365,-1631
302129,100564,Active,193121,-1182
302130,100926,Closed,186847,-1115
302131,107769,Active,141285,-234
302132,106684,Active,102925,-1291
302133,101508,Active,128813,-1415
302134,106783,Closed,4660,-24
302135,105008,Closed,144868,-800
302136,100429,Closed,21300,-1106
302137,101305,Active,165701,-511
302138,104564,Active,30793,-741
302139,105036,Active,37413,-1380
302140,104854,Active,151269,-178
302141,101250,Active,133485,-30
302142,106133,Active,127205,-1925
302143,105411,Active,149439,-258
302144,100069,Active,139880,-1811
302145,104632,Active,52054,-738
302146,105668,Active,49285,-537
302147,105684,Active,157241,-817
302148,106418,Closed,16599,-359
302149,101595,Closed,14252,-1831
302150,100360,Active,126539,-425
302151,104814,Active,108657,-1112
302152,100731,Active,25162,-1096
302153,101098,Active,34353,-84
302154,107687,Closed,153497,-933
302155,100522,Active,74951,-1140
302156,102975,Closed,90260,-1172
302157,103197,Active,34523,-31
302158,104070,Closed,187049,-1868
302159,106430,Active,73481,-1898
302160,105178,Closed,143348,-1869
302161,103384,Closed,127488,-1790
302162,103399,Active,90775,-339
302163,103656,Closed,114665,-418
302164,106946,Active,105352,-1336
302165,102748,Closed,127410,-993
302166,104569,Closed,165571,-702
302167,102621,Closed,76442,-96
302168,105079,Active,102542,-1885
302169,105182,Active,30048,-1450
302170,106564,Closed,124813,-1666
302171,106446,Active,22761,-849
302172,102946,Active,118791,-1242
302173,106609,Active,124265,-773
302174,105187,Closed,165865,-353
302175,102473,Closed,71802,-234
302176,101706,Closed,14083,-1813
302177,100237,Closed,84374,-1620
302178,102678,Closed,12889,-59
302179,105517,Active,156857,-735
302180,105965,Closed,66151,-86
302181,103822,Active,75614,-162
302182,106063,Closed,97640,-967
302183,103287,Active,152993,-1562
302184,104064,Closed,48678,-656
302185,101777,Closed,187374,-1525
302186,102693,Active,3440,-1158
302187,105177,Closed,71843,-772
302188,104874,Active,129548,-968
302189,101739,Closed,176468,-447
302190,107411,Active,143688,-207
302191,106628,Active,91491,-1828
302192,103241,Active,58855,-922
302193,107212,Active,17590,-29
302194,104037,Closed,36713,-1996
302195,104730,Active,170707,-1316
302196,105215,Closed,119778,-1080
302197,105000,Active,56707,-552
302198,103833,Closed,29090,-1948
302199,105027,Closed,185375,-577
302200,107198,Active,117657,-1941
302201,102741,Active,59601,-1348
302202,106675,Active,58451,-1911
302203,101731,Closed,44159,-774
302204,106246,Active,65380,-1496
302205,106637,Closed,10099,-165
302206,107292,Active,131880,-1458
302207,107264,Closed,64375,-803
302208,100611,Closed,3397,-1927
302209,101812,Closed,106194,-1949
302210,100793,Closed,41737,-79
302211,103070,Active,33963,-1574
302212,106182,Active,196101,-1423
302213,104130,Active,30708,-1034
302214,104653,Closed,84908,-1357
302215,106623,Active,40708,-1220
302216,101688,Closed,33934,-1988
302217,100018,Active,61000,-403
302218,105612,Active,55984,-1903
302219,102515,Closed,127587,-1356
302220,105445,Active,117606,-1991
302221,105545,Active,78902,-1227
302222,105877,Active,199008,-448
302223,106343,Closed,149408,-1691
302224,103604,Active,179370,-1488
302225,107742,Closed,198437,-1381
302226,101194,Active,152662,-1282
302227,101646,Active,199295,-328
302228,102731,Active,106298,-818
302229,106018,Closed,10544,-452
302230,106246,Closed,95526,-1977
302231,107393,Closed,88886,-1416
302232,102905,Closed,193161,-1652
302233,106291,Closed,21095,-1988
302234,105286,Closed,104019,-74
302235,103230,Active,53211,-1253
302236,105513,Closed,122202,-1093
302237,104962,Closed,35658,-489
302238,106159,Closed,94624,-1603
302239,105596,Closed,83902,-670
302240,107326,Active,52621,-22
302241,103281,Closed,23357,-673
302242,105943,Closed,142722,-1160
302243,105897,Active,8623,-235
302244,105471,Active,176356,-195
302245,101378,Active,177585,-55
302246,102066,Closed,84744,-1831
302247,103344,Closed,57826,-563
302248,106551,Closed,36981,-1125
302249,101180,Active,28113,-40
302250,104101,Active,57587,-1793
302251,100962,Closed,128327,-797
302252,102827,Active,38760,-1304
302253,104364,Closed,11691,-552
302254,100887,Closed,168393,-1654
302255,101761,Closed,95637,-1678
302256,104801,Active,197675,-1627
302257,107352,Active,68196,-414
302258,106884,Active,102985,-592
302259,103844,Active,32582,-896
302260,103746,Active,130435,-1797
302261,102638,Closed,173423,-31
302262,102192,Closed,11748,-1448
302263,107568,Active,169126,-1299
302264,107439,Active,109592,-1495
302265,103139,Active,144185,-1722
302266,107262,Active,115280,-1314
302267,100816,Active,182662,-1120
302268,101869,Closed,91413,-256
302269,105471,Active,170264,-821
302270,103680,Closed,100818,-1987
302271,104576,Active,187694,-1326
302272,101299,Active,184809,-257
302273,106402,Active,76399,-263
302274,101773,Active,165647,-1192
302275,102219,Closed,171086,-820
302276,107433,Closed,1681,-813
302277,105862,Active,80511,-225
302278,102683,Closed,78694,-745
302279,101812,Closed,131168,-546
302280,100126,Active,126500,-1255
302281,104119,Active,65533,-1184
302282,107626,Active,28726,-388
302283,103280,Active,4239,-925
302284,107757,Closed,61524,-1698
302285,106194,Active,104942,-146
302286,107014,Closed,106669,-736
302287,106250,Closed,105812,-1930
302288,106706,Active,21545,-1857
302289,105219,Closed,25731,-89
302290,100917,Closed,185823,-1918
302291,100593,Active,155800,-133
302292,105989,Active,40941,-758
302293,102293,Active,148663,-806
302294,100739,Active,71979,-1194
302295,106419,Closed,180552,-1132
302296,101422,Active,57372,-1309
302297,100661,Closed,17479,-1467
302298,106694,Active,157964,-1140
302299,101663,Active,3713,-341
302300,100212,Closed,77188,-1921
302301,103603,Active,6267,-894
302302,106662,Closed,113235,-1175
302303,107408,Closed,22550,-1493
302304,102167,Active,10626,-115
302305,102612,Active,42401,-887
302306,106104,Closed,13114,-1282
302307,105491,Closed,182367,-1999
302308,104582,Active,196696,-1921
302309,105407,Active,136091,-1806
302310,107186,Active,57423,-182
302311,107232,Active,185879,-1295
302312,105638,Closed,92589,-1362
302313,103895,Active,115340,-1441
302314,103910,Active,2508,-1458
302315,104294,Active,13846,-1028
302316,107544,Closed,187671,-1290
302317,100383,Closed,181155,-965
302318,105340,Closed,30094,-783
302319,105194,Active,122084,-1434
302320,100229,Closed,157857,-2
302321,103397,Active,75057,-525
302322,101841,Closed,123717,-1648
302323,107695,Closed,113301,-1283
302324,105577,Active,146041,-1401
302325,104048,Active,168310,-318
302326,107623,Active,130261,-24
302327,106561,Closed,55970,-1635
302328,101226,Active,91980,-1800
302329,104552,Closed,72167,-981
302330,107648,Closed,186780,-1219
302331,105567,Active,151115,-663
302332,100956,Closed,15126,-51
302333,102242,Active,128527,-186
302334,103065,Closed,194279,-1962
302335,104829,Active,156692,-1982
302336,100728,Closed,199059,-801
302337,107445,Active,71834,-1379
302338,100977,Closed,49381,-25
302339,106833,Closed,174405,-365
302340,106648,Closed,129462,-1981
302341,105101,Closed,127203,-621
302342,107300,Active,121104,-91
302343,106538,Active,80079,-1086
302344,105570,Active,22201,-1915
302345,106869,Closed,13060,-1760
302346,106378,Active,100962,-1919
302347,106203,Active,67317,-866
302348,100208,Active,73605,-1922
302349,102321,Active,46278,-108
302350,100872,Closed,25498,-1413
302351,101926,Active,73307,-316
302352,100541,Active,77261,-1390
302353,104761,Active,123361,-529
302354,103837,Active,90784,-268
302355,107081,Closed,64621,-1512
302356,103853,Active,132323,-1595
302357,106445,Active,142218,-270
302358,101636,Active,31780,-1450
302359,102915,Active,177951,-1873
302360,105926,Closed,89482,-1851
302361,102386,Closed,198726,-865
302362,102049,Active,173279,-695
302363,105279,Closed,77923,-675
302364,103035,Closed,174846,-1087
302365,107817,Active,97028,-780
302366,105401,Active,27124,-885
302367,101916,Active,81790,-1391
302368,100563,Active,25313,-72
302369,104451,Active,122239,-1742
302370,103128,Active,66218,-1
302371,100337,Active,170635,-1889
302372,106949,Closed,11674,-215
302373,106245,Active,42077,-987
302374,105948,Closed,20322,-1190
302375,102195,Active,118171,-1436
302376,105127,Active,130953,-1381
302377,105648,Closed,117659,-1106
302378,103482,Closed,114522,-1282
302379,100665,Active,187148,-22
302380,106217,Closed,154404,-827
302381,102095,Closed,182922,-1022
302382,100901,Active,123461,-1863
302383,102774,Active,170782,-143
302384,103532,Closed,177491,-432
302385,107233,Active,40658,-460
302386,104900,Active,188595,-1717
302387,106629,Closed,156606,-1724
302388,102150,Active,64941,-276
302389,106863,Closed,79922,-1479
302390,100913,Active,165738,-1300
302391,100602,Closed,120226,-931
302392,101136,Active,79007,-375
302393,101053,Active,195161,-1313
302394,100542,Closed,158894,-1167
302395,103086,Active,57796,-221
302396,104073,Active,13171,-1366
302397,105917,Closed,20364,-514
302398,101984,Closed,7314,-195
302399,103096,Active,72474,-625
302400,101780,Closed,10221,-209
302401,100810,Closed,162353,-137
302402,101311,Closed,77816,-372
302403,105208,Closed,74635,-1600
302404,104044,Active,3678,-36
302405,100275,Active,144644,-802
302406,105699,Closed,75167,-1387
302407,102781,Active,73216,-1524
302408,107874,Active,173305,-15
302409,100724,Closed,86631,-1455
302410,107719,Closed,157805,-935
302411,106263,Closed,178292,-519
302412,105911,Closed,194619,-703
302413,104389,Active,32977,-750
302414,107468,Active,114484,-755
302415,100265,Closed,141506,-1443
302416,102644,Closed,17957,-1993
302417,103731,Active,151232,-569
302418,106109,Active,29163,-869
302419,101594,Closed,112155,-627
302420,100017,Active,143429,-446
302421,100679,Closed,164618,-1589
302422,103920,Active,72894,-1537
302423,101464,Active,179137,-421
302424,103873,Closed,74400,-619
302425,106651,Closed,55628,-506
302426,103433,Active,25825,-1843
302427,100951,Closed,70745,-942
302428,105433,Active,97959,-1417
302429,106153,Closed,189227,-1899
302430,103950,Closed,57049,-725
302431,104782,Active,169051,-1396
302432,103890,Active,7387,-503
302433,107022,Active,27402,-1451
302434,101939,Active,89530,-763
302435,101773,Active,92235,-108
302436,107558,Active,160765,-708
302437,106122,Closed,39460,-1039
302438,100919,Closed,3869,-742
302439,103195,Closed,84378,-350
302440,100873,Active,35873,-401
302441,106528,Closed,86403,-984
302442,102396,Active,86693,-942
302443,107041,Active,56922,-1294
302444,107151,Closed,192983,-1761
302445,104000,Closed,159195,-379
302446,100438,Active,99506,-82
302447,105349,Active,80824,-955
302448,105289,Active,164154,-428
302449,100155,Closed,43695,-272
302450,100318,Active,106548,-443
302451,100902,Closed,6996,-888
302452,103565,Active,112279,-544
302453,100702,Closed,60177,-338
302454,102134,Active,114281,-808
302455,104397,Active,16901,-115
302456,106179,Active,187395,-606
302457,101625,Closed,72134,-182
302458,104668,Closed,140477,-1501
302459,101332,Active,164776,-535
302460,106991,Active,58315,-622
302461,100107,Closed,96575,-1303
302462,100870,Closed,107980,-1126
302463,106922,Closed,121344,-1658
302464,107591,Closed,122045,-1367
302465,103219,Active,18529,-1689
302466,107823,Closed,113426,-91
302467,103406,Closed,21468,-641
302468,101037,Active,130849,-1659
302469,106253,Active,129456,-617
302470,105938,Active,73712,-416
302471,107878,Closed,170843,-257
302472,102811,Active,15226,-115
302473,102708,Closed,107037,-778
302474,107334,Active,175498,-1060
302475,101407,Active,170501,-781
302476,103017,Active,68689,-1806
302477,100655,Active,53603,-421
302478,100175,Closed,29256,-1856
302479,102054,Closed,50730,-1961
302480,103055,Active,86353,-674
302481,103605,Closed,103585,-292
302482,103952,Active,194758,-91
302483,106469,Active,15128,-1569
302484,101732,Closed,45721,-960
302485,101117,Active,165526,-50
302486,100316,Closed,145529,-401
302487,102404,Closed,111783,-245
302488,104551,Active,109787,-978
302489,107032,Closed,192486,-161
302490,106468,Closed,21709,-1867
302491,104649,Active,64510,-1622
302492,105758,Active,179124,-1577
302493,100256,Active,177952,-1584
302494,106135,Closed,132442,-1361
302495,102480,Closed,138187,-1001
302496,103574,Active,20841,-1810
302497,100477,Closed,169263,-1094
302498,103828,Closed,173965,-818
302499,105491,Closed,113487,-1993
302500,107576,Closed,1364,-1068
302501,103691,Closed,67593,-922
302502,105251,Active,88325,-246
302503,106980,Closed,71826,-577
302504,105544,Active,115693,-223
302505,103279,Closed,151894,-230
302506,101663,Closed,36310,-250
302507,107373,Active,15328,-272
302508,103934,Closed,171709,-231
302509,107398,Active,160689,-152
302510,103971,Active,12221,-514
302511,105215,Active,133301,-1189
302512,107711,Closed,127229,-392
302513,103064,Closed,193352,-1107
302514,102628,Closed,44364,-1223
302515,102556,Closed,167708,-1081
302516,104629,Active,34431,-1486
302517,106978,Closed,182309,-564
302518,101437,Closed,68563,-859
302519,104388,Active,102743,-972
302520,106460,Closed,155547,-515
302521,100736,Active,16430,-215
302522,101064,Closed,81015,-196
302523,107401,Closed,12587,-1525
302524,103118,Closed,169138,-384
302525,103794,Active,51022,-1366
302526,104575,Active,23997,-1594
302527,103810,Active,192985,-654
302528,106627,Active,174764,-993
302529,104355,Active,119010,-1672
302530,100138,Active,122988,-88
302531,103084,Active,3745,-1337
302532,103380,Closed,173909,-1445
302533,100898,Active,93399,-1721
302534,106993,Active,116791,-619
302535,101808,Closed,187324,-444
302536,101199,Closed,184913,-1831
302537,103331,Closed,97617,-1062
302538,102771,Active,2986,-1682
302539,101073,Active,64801,-1174
302540,102210,Active,62379,-1750
302541,104256,Closed,30543,-1128
302542,104811,Closed,77037,-403
302543,102661,Active,183225,-1601
302544,102141,Active,181486,-697
302545,106133,Closed,187217,-1381
302546,105397,Active,55912,-1271
302547,107551,Active,24908,-1032
302548,102699,Closed,114385,-1274
302549,101450,Closed,36800,-13
302550,105472,Active,148488,-1686
302551,103070,Active,143479,-1075
302552,106257,Closed,134260,-1291
302553,103465,Closed,88583,-610
302554,104274,Closed,189004,-1954
302555,106324,Active,89968,-866
302556,101786,Closed,163055,-1422
302557,104864,Closed,70066,-957
302558,106585,Active,11414,-731
302559,107302,Active,134478,-1507
302560,103179,Closed,124436,-453
302561,102528,Active,41673,-772
302562,106844,Closed,116984,-4
302563,107251,Active,90996,-634
302564,102885,Closed,138596,-516
302565,101193,Closed,197463,-591
302566,104961,Active,172450,-1616
302567,101492,Active,195633,-938
302568,105766,Active,192878,-298
302569,106599,Active,150531,-592
302570,101389,Closed,117029,-1570
302571,105414,Active,10108,-393
302572,103742,Active,182110,-190
302573,105966,Closed,156607,-380
302574,105408,Active,115148,-1937
302575,105662,Closed,89022,-109
302576,101309,Active,104606,-1655
302577,101256,Closed,25748,-251
302578,106449,Closed,144847,-372
302579,103459,Closed,109818,-112
302580,104535,Active,175160,-1418
302581,105728,Closed,189776,-1268
302582,103642,Closed,127402,-680
302583,103746,Active,157126,-332
302584,103327,Active,62466,-167
302585,101522,Closed,149061,-149
302586,106156,Active,170292,-1065
302587,104585,Closed,176370,-1890
302588,100279,Active,39159,-52
302589,107817,Closed,192181,-1831
302590,103815,Closed,78549,-180
302591,102883,Active,181431,-1313
302592,105989,Active,29091,-1346
302593,103449,Closed,22407,-419
302594,107389,Closed,20312,-99
302595,101507,Active,191994,-876
302596,100766,Closed,146186,-957
302597,104095,Active,72836,-1015
302598,103372,Active,194691,-278
302599,100419,Active,27473,-899
302600,105135,Closed,167184,-693
302601,101252,Active,115671,-450
302602,100793,Closed,68643,-1721
302603,103198,Closed,3951,-1348
302604,106439,Active,129306,-854
302605,101881,Active,28633,-1991
302606,105934,Active,80027,-1539
302607,102349,Active,186592,-1263
302608,100640,Active,199973,-424
302609,107292,Closed,80997,-486
302610,104146,Active,178880,-1018
302611,103131,Active,199866,-626
302612,103230,Active,98855,-1029
302613,101981,Closed,25528,-1032
302614,105932,Closed,195172,-1390
302615,104722,Closed,15093,-988
302616,102127,Closed,74893,-1708
302617,101992,Active,118911,-200
302618,107375,Active,76291,-1798
302619,105780,Closed,189229,-155
302620,106468,Active,124608,-525
302621,104357,Closed,49564,-1825
302622,104889,Active,162512,-640
302623,104279,Active,32856,-802
302624,101426,Closed,126692,-1977
302625,103487,Active,64052,-510
302626,104484,Active,119429,-1919
302627,104208,Active,194665,-1163
302628,101354,Active,151018,-110
302629,104097,Active,157168,-16
302630,104912,Active,152274,-991
302631,107439,Active,114625,-1791
302632,107166,Closed,138533,-1607
302633,106060,Active,172501,-338
302634,101145,Active,115276,-978
302635,106061,Closed,59114,-1834
302636,103766,Active,108652,-551
302637,106305,Active,150532,-1994
302638,106380,Active,194458,-1853
302639,103898,Closed,114569,-846
302640,105947,Active,86226,-939
302641,107827,Active,161968,-930
302642,103239,Closed,176197,-205
302643,102748,Active,33616,-1883
302644,105950,Active,184003,-934
302645,102126,Active,195036,-1509
302646,107317,Closed,43246,-681
302647,106265,Closed,119926,-799
302648,105602,Closed,22273,-611
302649,103035,Active,189033,-1425
302650,106256,Active,79300,-739
302651,104636,Active,42823,-488
302652,101337,Closed,98637,-1667
302653,106967,Closed,111252,-1338
302654,104443,Closed,85593,-631
302655,105738,Active,82423,-1101
302656,106812,Active,97060,-898
302657,104497,Closed,171055,-292
302658,104560,Active,28641,-1482
302659,104763,Active,69736,-150
302660,104561,Closed,131738,-91
302661,107024,Active,140789,-957
302662,106601,Closed,78055,-1315
302663,103532,Active,117771,-1773
302664,105377,Active,67898,-1632
302665,105058,Active,102579,-1670
302666,107129,Closed,40607,-804
302667,107812,Active,148240,-1271
302668,101385,Active,150618,-806
302669,102815,Closed,25935,-1047
302670,103357,Closed,78146,-1608
302671,105624,Closed,90183,-1107
302672,107474,Active,135642,-1974
302673,103937,Closed,138882,-145
302674,103716,Active,46383,-1067
302675,101145,Active,1304,-314
302676,105152,Active,113290,-1572
302677,100146,Closed,174491,-631
302678,104377,Closed,117642,-933
302679,105609,Active,23862,-1021
302680,106352,Closed,6097,-1804
302681,103184,Closed,143840,-325
302682,104264,Closed,175245,-1632
302683,106255,Closed,21700,-452
302684,103559,Closed,124353,-73
302685,102994,Active,72235,-343
302686,103743,Closed,4236,-700
302687,103094,Active,125960,-590
302688,102001,Active,193105,-705
302689,103451,Active,123392,-1469
302690,102676,Closed,46739,-1761
302691,103737,Closed,182299,-1375
302692,100705,Closed,6767,-1424
302693,104282,Active,123285,-1486
302694,100171,Closed,136668,-1423
302695,100077,Closed,7303,-1807
302696,100119,Active,7477,-1389
302697,104123,Closed,4818,-1563
302698,103179,Closed,34875,-589
302699,106346,Closed,7349,-896
302700,101765,Active,77944,-15
302701,107274,Active,129585,-679
302702,107601,Active,101172,-1844
302703,102922,Active,159323,-1064
302704,104930,Closed,143839,-1647
302705,100103,Active,13364,-1037
302706,107632,Closed,166587,-1232
302707,106887,Active,90000,-1345
302708,106929,Closed,167531,-1062
302709,103315,Closed,4543,-1228
302710,103392,Closed,34576,-1111
302711,101704,Closed,172299,-1716
302712,106242,Active,74138,-1209
302713,100004,Closed,174343,-100
302714,103459,Active,12504,-642
302715,107178,Closed,88297,-1128
302716,106595,Active,18745,-649
302717,101363,Active,95051,-1678
302718,104234,Active,48996,-833
302719,101019,Closed,138170,-1508
302720,102397,Active,175216,-1411
302721,104895,Active,126378,-911
302722,103278,Active,41716,-1908
302723,101782,Active,159250,-752
302724,107044,Closed,186744,-78
302725,103018,Active,64826,-1285
302726,105113,Active,1334,-1459
302727,106484,Closed,175024,-1599
302728,101555,Closed,187930,-1310
302729,105981,Closed,6646,-961
302730,100476,Active,71229,-711
302731,102143,Closed,150202,-1601
302732,105980,Closed,175067,-1968
302733,101943,Active,70049,-1481
302734,106786,Active,117502,-979
302735,101261,Closed,57440,-846
302736,107583,Closed,44596,-1410
302737,103596,Closed,70267,-1397
302738,102317,Closed,2913,-429
302739,107507,Active,3627,-1767
302740,104365,Closed,115062,-701
302741,105894,Active,40681,-682
302742,106639,Closed,148160,-750
302743,103688,Active,2985,-822
302744,107215,Active,1345,-1106
302745,104687,Closed,149041,-531
302746,104920,Closed,36829,-705
302747,103349,Closed,105315,-1277
302748,100329,Active,142009,-1309
302749,107387,Closed,57107,-1427
302750,106423,Closed,117140,-755
302751,102363,Closed,146509,-777
302752,105304,Closed,123145,-130
302753,106808,Active,174025,-495
302754,103912,Closed,49684,-225
302755,103706,Closed,140979,-967
302756,103392,Closed,125919,-837
302757,101365,Closed,53855,-1795
302758,101516,Closed,180553,-1327
302759,107425,Active,106804,-626
302760,105215,Closed,141975,-1574
302761,101015,Closed,157034,-289
302762,104431,Active,142195,-653
302763,107448,Active,198590,-159
